_,Name,AccountNumber,Nvt_External_Id__c,ParentId,twodcms__Active__c,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,Nvt_Warranty_Dealer_Type__c,Phone,BillingCountry,BillingState,BillingCity,BillingStreet,BillingPostalCode,ShippingCountry,ShippingState,ShippingCity,ShippingStreet,ShippingPostalCode,CurrencyIsoCode,Nvt_DSM__c,twodcms__Primary_Email_Id__c,Nvt_Region__c,Issues
[Account],"Caterpillar - Lafayette, IN",CAT02,CAT02,,Active,C&I,Customer,,,US,IN,LAFAYETTE,3701 SOUTH STREET,47905,US,IN,LAFAYETTE,3701 SOUTH STREET,47905,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Clark Material Handling,CLARK01,CLARK01,,Active,C&I,Dealer,Truck Dealer,,US,KY,Lexington,700 Enterprise Dr,40510,US,KY,Lexington,700 Enterprise Dr,40510,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],CMH Services,CMH01,CMH01,,Active,C&I,Dealer,Truck Dealer,,US,SC,Columbia,P.O. Box 6,29202,US,SC,Columbia,P.O. Box 6,29202,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],COMBILIFT DEPOT,408-COM,408-COM,,Active,C&I,Dealer,Truck Dealer,,US,TX,TOMBALL,11530 HUFFSMITH KUYKENDAHL RD,77375,US,TX,TOMBALL,11530 HUFFSMITH KUYKENDAHL RD,77375,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],CONGER TOYOTA,490-CONG,490-CONG,,Active,C&I,Dealer,Truck Dealer,,US,WI,NEENAH,528 ENTERPRISE DRIVE,54946,US,WI,NEENAH,528 ENTERPRISE DRIVE,54946,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Conley DC Solutions - Denver, CO",471,471,,Active,C&I,Dealer,Battery Dealer,,US,CO,Denver,4570 Columbine St.,80216,US,CO,Denver,4570 Columbine St.,80216,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],Crown,CRO03,CRO03,,Active,C&I,Dealer,Truck Dealer,,US,OH,Celina,410 Grand Lake Rd.,45822,US,OH,Celina,410 Grand Lake Rd.,45822,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Crown Battery Manufacturing Co,CRO01,CRO01,,Active,C&I,Dealer,Truck Dealer,,US,OH,Fremont,1445 Majestic Dr. PO. Box 990,43420,US,OH,Fremont,1445 Majestic Dr. PO. Box 990,43420,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Crown Equipment,CROWN,CROWN,,Active,C&I,Dealer,Truck Dealer,,US,OH,"New Bremen,",44 South Washington St.,45869,US,OH,"New Bremen,",44 South Washington St.,45869,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Crown Equipment Corporation,CROWN01,CROWN01,,Active,C&I,Dealer,Truck Dealer,,US,TX,Arlington,4000 Scientific Drive,76014,US,TX,Arlington,4000 Scientific Drive,76014,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Crown Lift Trucks,CLT-FL,CLT-FL,,Active,C&I,Dealer,Truck Dealer,,US,FL,Pompano,2971 Center Point Circle,33064,US,FL,Pompano,2971 Center Point Circle,33064,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Crown Lift Trucks,CLT-NC,CLT-NC,,Active,C&I,Dealer,Truck Dealer,,US,NC,Colfax,8220 Tyner Rd.,27235,US,NC,Colfax,8220 Tyner Rd.,27235,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Crown Lift Trucks,CLT-SC,CLT-SC,,Active,C&I,Dealer,Truck Dealer,,US,SC,Duncan,929 Berry Shoals Rd,29334,US,SC,Duncan,929 Berry Shoals Rd,29334,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Crown Lift Trucks,CROWN04,CROWN04,,Active,C&I,Dealer,Truck Dealer,281-985-0300,US,TX,Houston,"1650 N. Sam Houston Pkwy, East",77032-3032,US,TX,Houston,"1650 N. Sam Houston Pkwy, East",77032-3032,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Cummins - Columbus, IN",TYN-CUM1,TYN-CUM1,,Active,C&I,Customer,,,US,IN,Columbus,1900 McKinley Road,43043,US,IN,Columbus,1900 McKinley Road,43043,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Cummins - Seymour, IN",481-CUMM,481-CUMM,,Active,C&I,Customer,,,US,IN,SEYMOUR,160 JACKSON DRIVE,47274,US,IN,SEYMOUR,160 JACKSON DRIVE,47274,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Daimler Mercedes Benz,DAI01,DAI01,,Active,C&I,Customer,,,US,NC,Cleveland,11550 Statesville Blvd.,27103,US,NC,Cleveland,11550 Statesville Blvd.,27103,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Day & Ross Freight - Brampton, ON",DAYROSS1,DAYROSS1,,Active,C&I,Customer,,,CA,ON,Brampton,170 Van Kirk Dr.,L7A 1K9,CA,ON,Brampton,170 Van Kirk Dr.,L7A 1K9,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Deep South Equipment,HYS-DSE1,HYS-DSE1,,Active,C&I,Dealer,Truck Dealer,(601) 939-9655,US,MS,Pearl,340 Airport Road,39208,US,MS,Pearl,340 Airport Road,39208,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Deep South Equipment,HYS-DSE2,HYS-DSE2,,Active,C&I,Dealer,Truck Dealer,918-805-0626,US,OK,Tulsa,4610 S 101st Ave,74146,US,OK,Tulsa,4610 S 101st Ave,74146,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Deep South Equipment Co,HYSDSE3,HYSDSE3,,Active,C&I,Dealer,Truck Dealer,318-621-9000,US,LA,Shreveport,6851 Greenwood Rd.,71119,US,LA,Shreveport,6851 Greenwood Rd.,71119,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Deep South Equipment Co,HYSDSE4,HYSDSE4,,Active,C&I,Dealer,Truck Dealer,225-383-6117,US,LA,Port Allen,1150 Le Blanc Road,70767,US,LA,Port Allen,1150 Le Blanc Road,70767,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Defense Distribution Susquehan,DDSP,DDSP,,Active,C&I,Customer,,,US,PA,New Cumberland,2001 Mission Drive,17070,US,PA,New Cumberland,2001 Mission Drive,17070,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Defense Distribution Susquehan,NCM02,NCM02,,Active,C&I,Customer,,,US,PA,New Cumberland,Bldg 50 Bay 1 O Avenue,17070,US,PA,New Cumberland,Bldg 50 Bay 1 O Avenue,17070,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Defense Logistics Agency - New Cumberland, PA",DLA70,DLA70,,Active,C&I,Customer,,,US,PA,New Cumberland,"O Avenue, Bldg 50t, Bay 1",17070,US,PA,New Cumberland,"O Avenue, Bldg 50t, Bay 1",17070,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Defense Logistics Agency - Tracy, CA",DLA02,DLA02,,Active,C&I,Customer,,,US,CA,Tracy,25600 S Chrisman Road Bld 201 Attn: ASO â€“ POC Abe Cabrera,95376,US,CA,Tracy,25600 S Chrisman Road Bld 201 Attn: ASO â€“ POC Abe Cabrera,95376,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],Delicato Wine,RAYM_DW,RAYM_DW,,Active,C&I,Customer,,,US,CA,Lathrop,19107 Christopher Way,95330,US,CA,Lathrop,19107 Christopher Way,95330,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"DHE - Ontario, CA",DHE-01,DHE-01,,Active,C&I,Customer,,,US,CA,Ontario,1351 S. Campus,91761,US,CA,Ontario,1351 S. Campus,91761,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"DHL - Manchester, PA",DHL03,DHL03,,Active,C&I,Customer,,,US,PA,Manchester,84 Zions View Rd.,17345,US,PA,Manchester,84 Zions View Rd.,17345,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"DHL-LAM - Livermore, CA",DHL01,DHL01,,Active,C&I,Customer,,,US,CA,Livermore,7364 Marathon Dr.,94550,US,CA,Livermore,7364 Marathon Dr.,94550,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"DHL-Nestle - Streetsboro, OH",DHL-NEST,DHL-NEST,,Active,C&I,Customer,,,US,OH,STREETSBORO,9300 JEFFERSON STREET,44241,US,OH,STREETSBORO,9300 JEFFERSON STREET,44241,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],DLA Contracting Services,DLA-1,DLA-1,,Active,C&I,Customer,,1 (215) 737-3415,US,PA,Philadelphia,"700 Robbins Avenue, Bldg 26",19111,US,PA,Philadelphia,"700 Robbins Avenue, Bldg 26",19111,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Driscolls - Santa Maria, CA",496-DRIS,496-DRIS,,Active,C&I,Customer,,,US,CA,SANTA MARIA,1430 S E STREET,93458,US,CA,SANTA MARIA,1430 S E STREET,93458,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Driscolls - Soledad, CA",DRISCOL,DRISCOL,,Active,C&I,Customer,,,US,CA,Soledad,591 Andalucia Drive,93960,US,CA,Soledad,591 Andalucia Drive,93960,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"DS Smith - Reading, PA",ELT_DSS1,ELT_DSS1,,Active,C&I,Customer,,,US,PA,READING,100 GRACE STREET,19611,US,PA,READING,100 GRACE STREET,19611,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"EAST PENN - Ashland, VA",445,445,,Active,C&I,Dealer,Battery Dealer,,US,VA,Ashland,10001 Whitesel Rd,23005,US,VA,Ashland,10001 Whitesel Rd,23005,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],East Penn - Canada - EPCAN02,EPCAN02,EPCAN02,,No,C&I,Dealer,Battery Dealer,,CA,ON,London,148 Newbold Crt.,N6E 1Z7,CA,ON,London,148 Newbold Crt.,N6E 1Z7,USD,,dummy@tavant.com,Midwest,
[Account],EAST PENN - HUGH GOODLOE,445-HG,445-HG,,Active,C&I,Dealer,Battery Dealer,,US,VA,Woodstock,460 Jess Sine Rd.,22664,US,VA,Woodstock,460 Jess Sine Rd.,22664,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],East Penn Canada - EPCAN-1,EPCAN-1,EPCAN-1,,No,C&I,Dealer,Battery Dealer,,CA,AB,,6 Otter Crescent St. Albert,T8N 6E7,CA,AB,St. Albert,6 Otter Crescent St. Albert,T8N 6E7,USD,,dummy@tavant.com,Western,
[Account],East Penn Canada - EPCAN-2,EPCAN-2,EPCAN-2,,No,C&I,Dealer,Battery Dealer,,CA,AB,Calgary,10720 25th Street N.E. #140,T3N 0A1,CA,AB,Calgary,10720 25th Street N.E. #140,T3N 0A1,USD,,dummy@tavant.com,Western,
[Account],East Penn Canada - EPCAN3,EPCAN3,EPCAN3,,No,C&I,Dealer,Battery Dealer,,CA,MB,Winnipeg,1-111 Inksbrook Dr.,R2R 2V7,CA,MB,Winnipeg,1-111 Inksbrook Dr.,R2R 2V7,USD,,dummy@tavant.com,Midwest,
[Account],East Penn Canada - EPCAN4,EPCAN4,EPCAN4,,No,C&I,Dealer,Battery Dealer,,CA,BC,Langley,26988 56th Ave. #110,V4W 1N9,CA,BC,Langley,26988 56th Ave. #110,V4W 1N9,USD,,dummy@tavant.com,Western,
[Account],East Penn Canada - EPCAN-96,EPCAN-96,EPCAN-96,,No,C&I,Dealer,Battery Dealer,866-376-4430,CA,ON,"Missisauga, ON",1-1375 Aimco Blvd.,L4W 4K2,CA,ON,Missisauga,1-1375 Aimco Blvd.,L4W 4K2,USD,,dummy@tavant.com,Midwest,
[Account],East Penn Manufacturing,EAST19,EAST19,,Active,C&I,Dealer,Battery Dealer,,US,PA,Kutztown,15076 W. Kutztown Rd.,19530,US,PA,Kutztown,15076 W. Kutztown Rd.,19530,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],East Penn Manufacturing CO.,EP-LYON,EP-LYON,,Active,C&I,Dealer,Battery Dealer,,US,PA,Lyon Station,102 Deka Rd,19536,US,PA,Lyon Station,102 Deka Rd,19536,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],East Penn Manufacturing CO.,EP-LYON2,EP-LYON2,,Active,C&I,Dealer,Battery Dealer,,US,PA,Lyon Station,PO Box 147,19536,US,PA,Lyon Station,PO Box 147,19536,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],East Penn Manufacturing CO.,EP-VA,EP-VA,,Active,C&I,Dealer,Battery Dealer,,US,VA,Fort Valley,2000 Fort Valley Road,22652,US,VA,Fort Valley,2000 Fort Valley Road,22652,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],EAST PENN MANUFACTURING COMPAN,466,466,,Active,C&I,Dealer,Battery Dealer,905-427-4787,CA,ON,AJAX,165 HARWOOD AVENUE,L1Z 1L9,CA,ON,AJAX,165 HARWOOD AVENUE,L1Z 1L9,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],EAST PENN MANUFACTURING COMPAN,445-TA,445-TA,,Active,C&I,Dealer,Battery Dealer,,US,VA,Natural Bridge,5125 S. Lee Hwy,24578,US,VA,Natural Bridge,5125 S. Lee Hwy,24578,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],EAST PENN MANUFACTURING COMPAN,466-A,466-A,,Active,C&I,Dealer,Battery Dealer,905-427-4787,CA,AB,EDMONTON,"18543, 104 AVENUE NW",T5S 2V8,CA,AB,EDMONTON,"18543, 104 AVENUE NW",T5S 2V8,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],East Penn- Scott Wendland,EASTP-SW,EASTP-SW,,Active,C&I,Dealer,Battery Dealer,,US,VA,Petersburg,829 W. Washington St.,23803,US,VA,Petersburg,829 W. Washington St.,23803,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn - Fleetwood, PA",415,415,,Active,C&I,Dealer,Battery Dealer,,US,PA,Fleetwood,43 S. Buttonwood St.,19522,US,PA,Fleetwood,43 S. Buttonwood St.,19522,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Eastern Lift Truck,HYS-ELT1,HYS-ELT1,,Active,C&I,Dealer,Truck Dealer,(610) 395-6600,US,PA,Allentown,7050 Snowdrift Road,18106,US,PA,Allentown,7050 Snowdrift Road,18106,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Eastern Lift Truck,HYS-ELT2,HYS-ELT2,,Active,C&I,Dealer,Truck Dealer,410-247-8844,US,MD,Halethorpe,2211 Sulphur Springs Road,21227,US,MD,Halethorpe,2211 Sulphur Springs Road,21227,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Eastern Lift Truck,HYS-ELT3,HYS-ELT3,,Active,C&I,Dealer,Truck Dealer,717-764-1161,US,PA,York,10 Grumbacher Road,17406,US,PA,York,10 Grumbacher Road,17406,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Eastern Lift Truck,HYS-ELT4,HYS-ELT4,,Active,C&I,Dealer,Truck Dealer,717-764-1161,US,MD,Hagerstown,18122 Oak Ridge Road,21740,US,MD,Hagerstown,18122 Oak Ridge Road,21740,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Eastern Lift Truck Co Inc,HYSELT11,HYSELT11,,Active,C&I,Dealer,Truck Dealer,570-389-9501,US,PA,Berwick,350 S Poplar Street,18603,US,PA,Berwick,350 S Poplar Street,18603,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Eastern Lift Truck Co Inc,HYSELT12,HYSELT12,,Active,C&I,Dealer,Truck Dealer,856-779-8880,US,PA,Reading,200 E Bellevue Ave,19605,US,PA,Reading,200 E Bellevue Ave,19605,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Eastern Lift Truck Co Inc,HYSELT5,HYSELT5,,Active,C&I,Dealer,Truck Dealer,856-779-8880,US,NJ,Maple Shade,549 East Linwood Ave,8052,US,NJ,Maple Shade,549 East Linwood Ave,8052,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Eastern Lift Truck Co Inc,HYSELT8,HYSELT8,,Active,C&I,Dealer,Truck Dealer,888-225-2401,US,NJ,Piscataway,560 Stelton Drive,8854,US,NJ,Piscataway,560 Stelton Drive,8854,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Eastern Lift Truck Co Inc,HYSELT9,HYSELT9,,Active,C&I,Dealer,Truck Dealer,302-286-6660,US,DE,Newark,137 Sandy Drive,19713,US,DE,Newark,137 Sandy Drive,19713,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Electric Battery - Jamaica, NY",470,470,,Active,C&I,Dealer,Battery Dealer,,US,NY,Jamaica,178-15 Eveleth Rd,11434,US,NY,Jamaica,178-15 Eveleth Rd,11434,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Electric Battery - Hopkinton, MA",469,469,,Active,C&I,Dealer,Battery Dealer,,US,MA,HOPKINTON,6 AVENUE E,1748,US,MA,HOPKINTON,6 AVENUE E,1748,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Electric Battery - Freehold, NJ",469-JF,469-JF,,Active,C&I,Dealer,Battery Dealer,,US,NJ,Freehold,62 Hampton Dr.,7728,US,NJ,Freehold,62 Hampton Dr.,7728,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Electric Battery - Deptford, NJ",470-JP,470-JP,,Active,C&I,Dealer,Battery Dealer,,US,NJ,DEPTFORD,560 FOX RUN ROAD C/O JOE PARIS,14644,US,NJ,DEPTFORD,560 FOX RUN ROAD C/O JOE PARIS,14644,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Electric Battery - Dumont, NJ",470-JR,470-JR,,Active,C&I,Dealer,Battery Dealer,,US,NJ,Dumont,19 Niagara Street,7628,US,NJ,Dumont,19 Niagara Street,7628,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Encore Wire - McKinney, TX",467-ENCW,467-ENCW,,Active,C&I,Customer,,,US,TX,McKinney,1202 Airport Dr.,75069,US,TX,McKinney,1202 Airport Dr.,75069,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Energy Products - Grand Rapids, MI",426,426,,Active,C&I,Dealer,Battery Dealer,,US,MI,Grand Rapids,5329 Clay Ave - Suite B,49548,US,MI,Grand Rapids,5329 Clay Ave - Suite B,49548,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Energy Products - Madison Heights, MI",428,428,,Active,C&I,Dealer,Battery Dealer,,US,MI,Madison Heights,1551 East Lincoln Ave Suite 101,48071,US,MI,Madison Heights,1551 East Lincoln Ave Suite 101,48071,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Enterprise Welding - Mentor, OH",409-ENT,409-ENT,,Active,C&I,Customer,,,US,OH,Mentor,6257 Heisley Rd.,44060,US,OH,Mentor,6257 Heisley Rd.,44060,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],EQUIPMENT DEPOT,490-ED,490-ED,,Active,C&I,Dealer,Truck Dealer,,US,WI,Kaukauna,2550 Progress Way,54130,US,WI,Kaukauna,2550 Progress Way,54130,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Eric Morgan - Hampton Inn - NSL-EM6,NSL-EM6,NSL-EM6,,No,C&I,OEM,,,US,IL,Joliet,3555 Mall Loop Dr.,60431,US,IL,Joliet,3555 Mall Loop Dr.,60431,USD,,dummy@tavant.com,Midwest,
[Account],"Essity Paper - Neenah, WI",490-ESS,490-ESS,,Active,C&I,Customer,,,US,WI,Neenah,825 Ehlers Rd,54956,US,WI,Neenah,825 Ehlers Rd,54956,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Fairchild Equipment,FAIR-GB,FAIR-GB,,Active,C&I,Dealer,Truck Dealer,920-494-8726,US,WI,Green Bay,2140 Hutson Road,54303,US,WI,Green Bay,2140 Hutson Road,54303,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Fairchild Equipment,FAIR-MN,FAIR-MN,,Active,C&I,Dealer,Truck Dealer,,US,MN,Bloomington,2000 W 94th St Suite 100,55431,US,MN,Bloomington,2000 W 94th St Suite 100,55431,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],FAIRCHILD EQUIPMENT,FAIR-SP,FAIR-SP,,Active,C&I,Dealer,Truck Dealer,,US,WI,STEVENS POINT,5217 HEFFRON COURT,54481,US,WI,STEVENS POINT,5217 HEFFRON COURT,54481,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Fairchild Equipment,HYSFAI10,HYSFAI10,,Active,C&I,Dealer,Truck Dealer,,US,MN,Grand Rapids,34880 US Highway 2,55744,US,MN,Grand Rapids,34880 US Highway 2,55744,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],FAIRCHILD EQUIPMENT,HYS-FAI2,HYS-FAI2,,Active,C&I,Dealer,Truck Dealer,,US,MN,BURNSVILLE,3100 HIGHWAY 13 WEST,55337,US,MN,BURNSVILLE,3100 HIGHWAY 13 WEST,55337,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Fairchild Equipment,HYSFAI6,HYSFAI6,,Active,C&I,Dealer,Truck Dealer,262-289-9600,US,WI,Menomonee Falls,N52 W13821 Northpark Drive,53051,US,WI,Menomonee Falls,N52 W13821 Northpark Drive,53051,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Fairchild Equipment,HYS-FAI6,HYS-FAI6,,Active,C&I,Dealer,Truck Dealer,262-289-9600,US,WI,Menomonee Falls,N52 W13821 Northpark Drive,53051,US,WI,Menomonee Falls,N52 W13821 Northpark Drive,53051,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Fairchild Equipment,HYSFAIR,HYSFAIR,,Active,C&I,Dealer,Truck Dealer,715-341-6846,US,WI,Stevens Point,5217 Heffron Ciourt,54481,US,WI,Stevens Point,5217 Heffron Ciourt,54481,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Fairchild Equipment - Stevens Point, WI",PCA50,PCA50,,Active,C&I,Customer,,,US,WI,Stevens Point,6800 Hillcrest Dr.,54482,US,WI,Stevens Point,6800 Hillcrest Dr.,54482,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Fairfield Inn - Tolleson, AZ - GTRDE1",GTRDE1,GTRDE1,,No,C&I,Customer,,276-625-3900,US,AZ,Tolleson,9033 West McDowell Rd,85353,US,AZ,Tolleson,9033 West McDowell Rd,85353,USD,,dummy@tavant.com,Western,
[Account],"FIO Canada Automotive - Stratford, ON",FIO-ON,FIO-ON,,Active,C&I,Customer,,905-427-4787,CA,ON,Stratford,220 Dunn Rd.,N5A 6S4,CA,ON,Stratford,220 Dunn Rd.,N5A 6S4,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Fitzgerald Equipment,YALFIT1,YALFIT1,,Active,C&I,Dealer,Truck Dealer,309-359-3921,US,IL,Mackinaw,401 Fitzgerald Drive,61755,US,IL,Mackinaw,401 Fitzgerald Drive,61755,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],FM FORKLIFT,406-FM,406-FM,,Active,C&I,Dealer,Truck Dealer,385-500-4804,US,ND,FARGO,4350 MAIN AVE,58108,US,ND,FARGO,4350 MAIN AVE,58108,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],FORD METAL STAMPING DEARBORN,FORD-01,FORD-01,,Active,C&I,Customer,,,US,MI,DEARBORN,3001 MILLER ROAD - HI-LO GARAG,48121,US,MI,DEARBORN,3001 MILLER ROAD - HI-LO GARAG,48121,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],FORKLIFT CITY,494-FCMO,494-FCMO,,Active,C&I,Dealer,Truck Dealer,,US,MO,WENTZVILLE,922 I-70 iNDUSTRIAL DRIVE,63385,US,MO,WENTZVILLE,922 I-70 iNDUSTRIAL DRIVE,63385,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],FORKLIFTS OF ST LOUIS,494-FSTL,494-FSTL,,Active,C&I,Dealer,Truck Dealer,,US,MO,SAINT LOUIS,4720 LAGUARDIA DRIVE,63134-3116,US,MO,SAINT LOUIS,4720 LAGUARDIA DRIVE,63134-3116,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"FOUR SEASONS PRODUCE - Ephrata, PA",408FSP,408FSP,,Active,C&I,Customer,,,US,PA,EPHRATA,400 WABASH ROAD,17522,US,PA,EPHRATA,400 WABASH ROAD,17522,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],FOXCONN C/O SiiL SA DE CV,FOXCN-CA,FOXCN-CA,,Active,C&I,Customer,,52(664)246 9850,US,CA,SAN DIEGO,2475 Paseo de las Americas sui,92154,US,CA,SAN DIEGO,2475 Paseo de las Americas sui,92154,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Frank B. Fuhrer Wholesale - Pittsburgh, PA",416-FUHR,416-FUHR,,Active,C&I,Customer,,,US,PA,Pittsburgh,3100 E. Carson St.,15203,US,PA,Pittsburgh,3100 E. Carson St.,15203,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],FRESENIUS DFW DC,HYS-DFW,HYS-DFW,,Active,C&I,Customer,,,US,TX,DFW AIRPORT,371 S ROYAL LANE,75261,US,TX,DFW AIRPORT,371 S ROYAL LANE,75261,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
