LEAD_DIST_MGR__c,PRSM_Certification_Level__c,Oasis__c,MiscTypeCd__c,PRSM_Active__c,DomicileCountryCode__c,Parent_Type__c,Partner_Code__c,Tier_N_Supplier_Locations__c,PRSM_Maintenance_Supervisor_Phone__c,tvnt__Established_Business__c,PRSM_Work_Queue_Comments__c,Type_of_Account__c,PRSM_Domicile_Country__c,Active_Date__c,CurrencyIsoCode,Fleet_Account_Manager__c,SharedCd__c,WesternStar_BrandLevel_of_Authorization__c,twodcms__Active__c,AccountNumber,PRSM_Notes__c,Service_Region_Code_Primary__c,Fleet_Currency__c,OutletCd__c,Vocation_Segment__c,Customer_Account_Number__c,Dealer_Parent_Entity_ID__c,CBFC_Account_Number__c,BillingPostalCode,Export_Consolidators_Code__c,Match_Grade__c,FCCC_Anniversary_Date__c,Fleet_Program__c,Market_Segment_Code__c,Supply_Chain_Security_Membership__c,Match_Data_Profile__c,Toll_Free_Number__c,Fleet_Entity_Code__c,Service_Provider__c,ShippingStreet,Account_updated_with_MDM_CAN__c,Time_Zone__c,BillingCountry,PRSM_Override_Allow_Filing_of_Claims__c,Dealer_Code__c,PRSM_Asset__c,Brand_Description_DDC__c,PRSM_Same_as_Billing_Address__c,Pinnacle_Dealer_Location_Type__c,PRSM_DVCM_Group_Level__c,Enabled_For_Review__c,District_Service_Manager_Primary__c,Additional_States__c,Business_Associate_Type__c,Publish_to_MDM__c,PRSM_Transportation_Director_Name__c,Primary_CAN__c,PRSM_Parts_Code__c,Supply_Chain_Security_Risk_Rating__c,Email_Address__c,Archival_Extension_Requested__c,CUST_GRP_NAME__c,Regional_General_Manger_for_Service__c,tvnt__Preferred_Contact_Method__c,Facing_Dealer_Name__c,PRSM_TBBCAN__c,twodsrm__Supplier_Type__c,Parent_DNB_DUNS_Number__c,Pinnacle_Fleet_Code__c,Service__c,Brand_Description_TBB__c,Family_Group__c,Branch_ID__c,OutletTypeCd__c,Outletstatuscd__c,DNBConnect_DUNS_Number__c,Abbrev_Name__c,Location_Code__c,ShippingCountry,Legal_Name__c,BillingStreet,BrnID__c,BillingCity,PRSM_Sub_Business_Unit__c,PRSM_Override_Allow_Registration__c,PRSM_Last_Claim_Submit_Date__c,Vocation_Name__c,SEGGRP__c,Fleet_Master_Entity_ID__c,Brand_Description_FCCC__c,Senior_Regional_Parts_Manager__c,Country__c,Mismatch_Allowed__c,Fax,Fleet_Bill_To_Entity_ID__c,PRSM_Elite_Dealer__c,PRSM_Auto_Registration__c,Brand_Level_of_Authorization_FCCC__c,Location_Type__c,Dealer_ID__c,ShippingCity,Alias_org_code__c,Data_Source__c,Service_Region_Name_Primary__c,Mainframe_ID__c,Service_Phone_Number__c,Confidence_Code__c,PRMS_Notes__c,Primary_Contact_Name__c,PRSM_Parent__c,External_Country__c,PRSM_T_Currency_Code__c,Status__c,Phone,BillingState,Type,Name,Fleet_Category__c,SponsoringOutletCode__c,Clan_Name__c,Date_Last_Updated__c,USDOT__c,PRSM_Is_DTR_Un_Registered__c,PrimaryOutletCd__c,PRSM_OPR_Initials__c,Clan_Code__c,PRSM_Program_Type__c,Fleet_Location_Type__c,CountryCd__c,WOD_2__Warranty_Account_Type__c,Primary_Branch_Indicator__c,PRSM_Source__c,ShippingState,Primary_Branch_Lookup__c,Supplier_Code__c,Other_Reason__c,Cummins_Certified__c,Holding_Company__c,PRSM_ECS_Dealer__c,PRSM_Transportation_Director_Phone__c,Procede_ID__c,Brands__c,Region__c,Archival_Date__c,Date_Of_Load__c,PRSM_Customer_Process__c,PRSM_Maintenance_Supervisor_Name__c,Brand_Level_of_Authorization_TBB__c,ROWID__c,Sales_Phone_Number__c,PRSM_Work_Queue_Status__c,ShippingPostalCode,WOD_2__Dealer_Group__c,Fleet_Parent_Entity_ID__c,Request_Reason__c,Dealer_POS__c,Fleet_Division__c,Director_of_Parts__c,Archival_Requestor__c,Lead_Source__c,Parts_Phone_Number__c,FCCC_Account_Type__c,Vocation_Group__c,Account_sent_for_MDM_Incremental_Load__c,Fob__c,PRSM_Last_Charge_Back_Date__c,Dealer_Eligible_for_Pinnacle_Transaction__c,PRSM_is_MDM_Sync__c,Regional_Parts_Manager__c,Account_ready_for_MDM__c,Shop_Code__c,Dealer_Entity_ID__c,Account_Category__c,Dealer_Enrolled__c,PRSM_Override_Allow_Claim_on_Behalf__c,Brand_Description_DCC__c,Fleet_Eligible_for_Transaction__c,Used_RV_Sales__c,Service_District_Code_Primary__c,Dealer_Master_Entity_ID__c,Number_of_Vehicles__c,Branch_Name__c,EliteSupport__c,Fleet_Entity_ID__c,Allison_Certified__c,Fleet_Facing_Dealer_Code__c,Fleet_Size__c,PRSM_Account_Type__c,Freightliner_BrandLevel_of_Authorization__c,Account_sent_for_MDM_Initial_Load__c,Inactive_Date__c,Fleet_Parent_Code__c,twodcms__Primary_Email_Id__c,Dealer_Bill_To_Entity_ID__c,PRSM_Requires_Manual_Review__c
,,False,,True,,,,,9202694396,,,IND,,2001-02-08T00:00:00.000+0000,USD,,,,,,,,,,,R32848,,,53048-9558,,BAAAAZAABZZ,,,HZ,,0000000000980000000000989998,,,,1030 4TH ST,False,,United States,False,R32848,,,False,,,True,,,,False,Dean Hartwig,False,,,,False,,,,,,,,,,,,,,,100083252,LOMIRA SD,,United States,LOMIRA SD,1030 4TH St,,Lomira,,False,,,,,,,,False,,,False,False,,,,LOMIRA,,MDM Global Customer,,,,9,,,,203,,,9202694396,Wisconsin,,LOMIRA SD,,,,,,False,,TJC,,,,,Customer,False,,WI,,,,False,,False,9202694396,,,,,,,Dean Hartwig,,3561021,,Approved,53048,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2000-01-12T00:00:00.000+0000,USD,,,,,,,,,,,P89177,,,62681,,AAAAAZFAAZZ,,,HZ,,0200000000980000000000989998,,,,121 S HENNINGER DR,False,,United States,False,P89177,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,067703343,SCHUYLER COU,,United States,SCHUYLER COUNTY HIGHWAY DEPARTMENT,PO BOX 404,,RUSHVILLE,,False,,,,,,,,False,,,False,False,,,,RUSHVILLE,,MDM Global Customer,,,,10,,,,203,,,217-6351,IL,,SCHUYLER COUNTY HIGHWAY DEPARTMENT,,,,,,False,,CHE,,,,,Customer,False,,IL,,,,False,,False,,,,,,,,,,3561020,,Approved,62681,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,FLM84654,,,,,IND,,1985-11-22T00:00:00.000+0000,USD,,,,,,,,,,,M84654,,,96130-4339,,AZFAAZZAAFZ,,,HG,,0098000000989800000000000098,,,,"COURTHOUSE ANNEX, RM 106",False,,United States,False,M84654,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,073780827,LASSEN COUNT,,United States,,221 S Roop St Ste 4,,Susanville,,False,,,,,,,,False,,,False,False,,,,SUSANVILLE,,MDM Global Customer,,M84654,,9,,,,203,,,,California,,LASSEN COUNTY,,,,,,False,,SJT,,,,,Customer,False,,CA,,,,False,,False,,,,,,,,,,3561019,,Approved,96130,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,False,,,False,False,,,,,,MDM Classic,,,,,,,,,,,,,,DILLPRETT GILL,,,,,,False,,,,,,,,False,,,,,,False,,False,,,,,2022-11-04,,,,,3561018,,,,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,False,,,False,False,,,,,,MDM Classic,,,,,,,,,,,,,,SUTPHEN COMMERCIAL DIVISIO,,,,,,False,,,,,,,,False,,,,,,False,,False,,,,,2022-11-04,,,,,3561016,,,,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,71837-8001,,,,,,,,,,,1048 Miller County 208,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,078402511,,,United States,,1048 Miller County 208,,Fouke,,False,,,,,,,,False,,,False,False,,,,Fouke,,MDM Classic,,,,,,,,,,,,Arkansas,,BILLY PEAVY,,,,,,False,,,,,,,,False,,Arkansas,,,,False,,False,,,,,,,,,,3561015,,,71837-8001,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,False,,,False,False,,,,,,MDM Classic,,,,,,,,,,,,,,CITY OF CLAREMORE STREET D,,,,,,False,,,,,,,,False,,,,,,False,,False,,,,,2022-11-04,,,,,3561014,,,,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,False,,,False,False,,,,,,MDM Classic,,,,,,,,,,,,,,CONTINENTAL RAILWORKS TECH,,,,,,False,,,,,,,,False,,,,,,False,,False,,,,,2022-11-04,,,,,3561012,,,,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,33762-4222,,,,,,,,,,,3734 131ST Ave N Ste 15,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,063812199,,,United States,,3734 131ST Ave N Ste 15,,Clearwater,,False,,,,,,,,False,,,False,False,,,,Clearwater,,MDM Classic,,,,,,,,,,,+19413068474,Florida,,JMS TRUCKING,,,,,,False,,,,,,,,False,,Florida,,,,False,,False,,,,,,,,,,3561011,,,33762-4222,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,False,,,False,False,,,,,,,,,,,,,,,,,,,,Autostar Costa Rica & Panama,,,,,,False,,,,,,,,False,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,False,,,,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,63109,,AAAAAZFAFAA,,,,,0000000000980000000000009998,,,,5641 Finkman St,False,,United States,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,030450259,,,United States,,5641 Finkman Ave,,Saint Louis,,False,,,,,,,,False,,,False,False,,,,Saint Louis,,,,,,10,,,,,,,(314) 218-0714,MO,,I&D Transport LLC,,,,,,False,,,,,,,,False,,MO,,,,False,,False,,,,,,,,,,,,,63109-3502,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,Small Fleet 2 - 9,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,64061,,AAAAAZBAAFA,,,,,0000000000980000000000009998,,,,1 Henry St,False,,United States,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,072813567,,,United States,,1 Henry St,,Chillicothe,,False,,,,,,,,False,,,False,False,,,,Chillicothe,,,,,,10,,,,,,,(660) 240-5115,MO,,Cooper Trucking,,,,,,False,,,,,,,,False,,MO,,,,False,,False,,,,,,,,,,,,,64601-3172,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,Small Fleet 2 - 9,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,27030,,AAAAAZZABZZ,,,,,0000000000989800000000989998,,,,472 Pipers Gap Rd,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,109002830,,,United States,,472 PIPERS GAP RD,,MT AIRY,,False,,,,,,,,False,,,False,False,,,,Mount Airy,,MDM Classic,,,,10,,,,203,,,+13367893044,NC,,MOXLEY SAMUEL K,,,,,,False,,,,,,,,False,,NC,,,,False,,False,,,,,,,,,,3561098,,,27030-8827,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,77502,,,,,,,,,,,401 PAULINA AVE,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,UNITED STATES,,401 PAULINA AVE,,PASADENA,,False,,,,,,,,False,,,False,False,,,,PASADENA,,MDM Classic,,,,,,,,203,,,,TX,,LEIJA MOISES,,,,,,False,,,,,,,,False,,TX,,,,False,,False,,,,,,,,,,3561097,,,77502,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,27405,,AAAAAZZAFZZ,,,,,0000000000989800000000989998,,,,3712 Country Ridge Rd,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,046391858,,,United States,,3712 COUNTRY RIDGE ROAD,,GREENSBORO,,False,,,,,,,,False,,,False,False,,,,Greensboro,,MDM Classic,,,,10,,,,203,,,+13362857659,NC,,PICKETT SJ,,,,,,False,,,,,,,,False,,NC,,,,False,,False,,,,,,,,,,3561096,,,27405-2800,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,30016,,AAAAAZZABAA,,,,,0000000000989800000000009998,,,,100 Piedmont Cir,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,042612378,,,United States,,100 PIEDMONT CIR,,COVINGTON,,False,,,,,,,,False,,,False,False,,,,Covington,,MDM Classic,,,,10,,,,203,,,+13479844451,GA,,BLOOMWRIGHT TRUCKING,,,,,,False,,,,,,,,False,,GA,,,,False,,False,,,,,,,,,,3561095,,,30016-1178,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,30519,,AAAAAZZAFAA,,,,,0000000000989800000000009998,,,,1816 Nichol Ferry Ct,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,122815932,,,United States,,1816 NICHOL FERRY CT,,BUFORD,,False,,,,,,,,False,,,False,False,,,,Buford,,MDM Classic,,,,10,,,,203,,,+17705034012,GA,,WJJ TRUCKING COMPANY,,,,,,False,,,,,,,,False,,GA,,,,False,,False,,,,,,,,,,3561094,,,30519-8201,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35241,,,A0E 1W0,,AZZAAAZAZZF,,,HZ,,0098980099009800000098989998,,,,PO BOX 640,False,,Canada,False,X35241,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,207868709,GRAND BANK T,,Canada,,56 Main St,,Grand Bank,,False,,,,,,,,False,,,False,False,,,,GRAND BANK,,MDM Global Customer,,,,9,,,,000,,,,NEWFOUNDLAND AND LABRADOR,,GRAND BANK TOWN OF,,,,,,False,,DKF,,,,,Customer,False,,NF,,,,False,,False,,,,,,,,,,3561093,,Approved,A0E 1W0,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35240,,,26323,,AAAFAZZBFZZ,,,HZ,,0002020202989800000000989998,,,,110 POPLAR ST,False,,United States,False,X35240,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,031869803,ANMORE TOWN,,United States,,56 Plainfield Ave,,Anmoore,,False,,,,,,,,False,,,False,False,,,,CLARKSBURG,,MDM Global Customer,,,,8,,,,203,,,,West Virginia,,ANMORE TOWN OF,,,,,,False,,DKF,,,,,Customer,False,,WV,,,,False,,False,,,,,,,,,,3561092,,Approved,26301,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35239,,,66105,,,,,HZ,,,,,,610 S ADAMS ST,False,,United States,False,X35239,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,,TRUCK PROGRA,,United States,TRUCK PROGRAM,610 S ADAMS ST,,KANSAS CITY,,False,,,,,,,,False,,,False,False,,,,KANSAS CITY,,MDM Global Customer,,,,,,,,203,,,,KS,,TRUCK PROGRAM,,,,,,False,,DKF,,,,,Customer,False,,KS,,,,False,,False,,,,,2022-04-20,,,,,3561091,,Rejected,66105,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,True,2022-04-20T00:00:00.000+0000,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35238,,,J6R 2R9,,AAAAAZZABFF,,,HZ,,0200000000989800000000000098,,,,252 INDUSTRIEL,False,,Canada,False,X35238,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,242070659,X RAIL,,Canada,,19 Rue Bourdon,,MERCIER,,False,,,,,,,,False,,,False,False,,,,CHATEAUGUAY,,MDM Global Customer,,,,10,,,,000,,,,QUEBEC,,X RAIL,,,,,,False,,DKF,,,,,Customer,False,,QC,,,,False,,False,,,,,,,,,,3561090,,Approved,J6J 4Z2,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35237,,,18436-8800,,AAAAAZZABZZ,,,HZ,,0000000000989800000000989998,,,,55 INNOVATION DR,False,,United States,False,X35237,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,609315064,SUTPHEN EAST,,United States,,55 Innovation Dr,,Lake Ariel,,False,,,,,,,,False,,,False,False,,,,LAKE ARIEL,,MDM Global Customer,,,,10,,,,203,,,,Pennsylvania,,SUTPHEN EAST CORP,,,,,1563339.0,False,,DKF,,,,,Customer,False,,PA,,,,False,,False,,,,,,,,,,3561089,,Approved,18436,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35236,,,G6J 0B9,,AAAAAZAFBBA,,,HZ,,0000000000980000000000009998,,,,3536 RTE DES RIVIERES,False,,Canada,False,X35236,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,259049500,DELTA TRANSP,,Canada,DELTA TRANSPORT,3536 rte des Rivières,,Lévis,,False,,,,,,,,False,,,False,False,,,,LEVIS,,MDM Global Customer,,,,10,,,,000,,,4188369909,QUEBEC,,DELTA TRANSPORT,,,,,,False,,VVV,,,,,Customer,False,,QC,,,,False,,False,,,,,2019-05-30,,,,,3561088,,Rejected,G2J 0B9,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,2019-05-30T00:00:00.000+0000,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35235,,,22960,,AAAAAZZABAZ,,,HZ,,0000000000989800000000009998,,,,22495 THORNHILL RD,False,,United States,False,X35235,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,083718366,AMERICAN COL,,United States,,22495 THORNHILL RD,,ORANGE,,False,,,,,,,,False,,,False,False,,,,ORANGE,,MDM Global Customer,,,,10,,,,203,,,(540) 854-5200,VA,,AMERICAN COLOR,,,,,,False,,DKF,,,,,Customer,False,,VA,,,,False,,False,,,,,,,,,,3561087,,Approved,22960,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35234,,,84095-2416,,AAAAAZZAFZA,,,HZ,,0200000000989800000000980098,,,,1600 W MERIT PKWY,False,,United States,False,X35234,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,184763290,MERIT MEDICA,,United States,,1600 W Merit Pkwy,,South Jordan,,False,,,,,,,,False,,,False,False,,,,SOUTH JORDAN,,MDM Global Customer,,,,10,,,,203,,,18012531600,Utah,,MERIT MEDICAL SOLUTIONS,,,,,,False,,DKF,,,,,Customer,False,,UT,,,,False,,False,,,,,,,,,,3561086,,Approved,84095,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35224,,,L2G 0J1,,,,,HZ,,,,,,8230 OAKWOOD DR,False,,Canada,False,X35224,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,252660647,NIAGARA SALE,,Canada,,8058 Oakwood Dr,,Niagara Falls,,False,,,,,,,,False,,,False,False,,,,NIAGARA FALLS,,MDM Global Customer,,,,,,,,000,,,,ONTARIO,,NIAGARA SALE,,,,,,False,,DKF,,,,,Customer,False,,ON,,,,False,,False,,,,,,,,,,3561085,,Approved,L2E 6S5,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35222,,,,,,,,HZ,,,,,,34 HIGHGROVE CRES,False,,Canada,False,X35222,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,,WHITESIDE KE,,Canada,,,,,,False,,,,,,,,False,,,False,False,,,,SHERWOOD PARK,,MDM Global Customer,,,,,,,,000,,,,,,WHITESIDE KENT,,,,,,False,,DKF,,,,,Customer,False,,AB,,,,False,,False,,,,,,,,,,3561084,,Approved,T8A 6J9,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35221,,,,,AZZFAAZBFBZ,,,HZ,,0098980000009800000000009998,,,,PO BOX 637,False,,United States,False,X35221,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,,JCS SPECIALI,,United States,,,,,,False,,,,,,,,False,,,False,False,,,,PORTSMOUTH,,MDM Global Customer,,,,7,,,,203,,,,,,JCS SPECIALIZED,,,,,,False,,DKF,,,,,Customer,False,,NH,,,,False,,False,,,,,,,,,,3561083,,Approved,03802,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,FLX35220,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35220,,,50616-9070,,AAAAAZFABAA,,,HZ,,0000000000980000000000009998,,,,1549 RAMPART AVE,False,,United States,False,X35220,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,082441929,ANTHONY BILL,,United States,ANTHONY BILL TRUCKING,1549 Rampart Ave,,Charles City,,False,,,,,,,,False,,,False,False,,,,CHARLES CITY,,MDM Global Customer,,X35220,,10,,,,203,,,111222333444,Iowa,,ANTHONY BILL TRUCKING,,,,,,False,,CAB,,,,,Customer,False,,IA,,,,False,,False,,,,,,,,,,3561082,,Approved,50616,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-14T00:00:00.000+0000,USD,,,,,,,,,,,X35219,,,J0Y 1A0,,AAAAAZZAAAZ,,,HZ,,0000000000989800000000009998,,,,314 ROUTE 397 NORD,False,,Canada,False,X35219,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,246357339,FORESTERIE,,Canada,,314 397 rte N,,Barraute,,False,,,,,,,,False,,,False,False,,,,BARRAUTE,,MDM Global Customer,,,,10,,,,000,,,,QUEBEC,,FORESTERIE JPB,,,,,,False,,DKF,,,,,Customer,False,,QC,,,,False,,False,,,,,,,,,,3561081,,Approved,J0Y 1A0,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-07T00:00:00.000+0000,USD,,,,,,,,,,,X34855,,,45044-5431,,AAAAAZZABZZ,,,HZ,,0703030303989800000000989998,,,,11436 CRESTLINE ST SW,False,,United States,False,X34855,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,036604295,BOREMAN DAVI,,United States,,2 Henrick Dr,,Middletown,,False,,,,,,,,False,,,False,False,,,,BEACH CITY,,MDM Global Customer,,,,10,,,,203,,,,Ohio,,BOREMAN DAVID,,,,,,False,,DKF,,,,,Customer,False,,OH,,,,False,,False,,,,,,,,,,3561080,,Approved,44608,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2015-06-05T00:00:00.000+0000,USD,,,,,,,,,,,W95196,,,21801-2263,,AFAAAZAAFAA,,,HZ,,0000000000980000000000009998,,,,6348 AYRSHIRE DR,False,,United States,False,W95196,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,103739524,GODWIN TRANS,,United States,GODWIN TRANSPORT LLC,6348 Ayrshire Dr,,Salisbury,,False,,,,,,,,False,,,False,False,,,,SALISBURY,,MDM Global Customer,,,,10,,,,203,,,4437831063,Maryland,,GODWIN TRANSPORT LLC,,,,,,False,,RLK,,,,,Customer,False,,MD,,,,False,,False,,,,,,,,,,3561079,,Approved,21801,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
