Name,WOD_2__Status__c,VRM_External_Id__c,VRM_Category__c,VRM_SubCategory__c,VRM_Failure_Resolution_Code__c
FaultCode311,True,Corner-Corner Spans and Overhangs-Hole in Pipe-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qT1AAI
FaultCode312,True,Corner-Corner Spans and Overhangs-Hole in Pipe-Weld In Field-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qT5AAI
FaultCode313,True,Corner-Corner Spans and Overhangs-Mis-manufactured-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qSMAAY
FaultCode314,True,Corner-Corner Spans and Overhangs-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qSPAAY
FaultCode315,True,Corner-Corner Spans and Overhangs-Part Dimensions Incorrect-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qSQAAY
FaultCode316,True,Corner-Corner Spans and Overhangs-Plug Removal-Remove Plugs-2hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qTAAAY
FaultCode317,True,Corner-Corner Spans and Overhangs-Seam Split-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qT2AAI
FaultCode318,True,Corner-Corner Spans and Overhangs-Seam Split-Weld In Field-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qT3AAI
FaultCode319,True,Corner-Corner Spans and Overhangs-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qSRAAY
FaultCode320,True,Corner-Corner Spans and Overhangs-Weld Failure-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qT6AAI
FaultCode321,True,Corner-Corner Spans and Overhangs-Weld Failure-Weld In Field-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qT7AAI
FaultCode322,True,Corner-Corner Spans and Overhangs-Weld Missing-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qT8AAI
FaultCode323,True,Corner-Corner Spans and Overhangs-Weld Missing-Weld In Field-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEDGA2,a83cf0000002qThAAI
FaultCode324,True,Corner-Corner Upgrade-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEEGA2,a83cf0000002qSPAAY
FaultCode325,True,Corner-Corner Upgrade-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEEGA2,a83cf0000002qSRAAY
FaultCode326,True,Corner-Corner Upgrade-Mis-manufactured-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEEGA2,a83cf0000002qSMAAY
FaultCode327,True,Corner-Encompass-Coil Failure-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEFGA2,a83cf0000002qSLAAY
FaultCode328,True,Corner-Encompass-Leaking-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEFGA2,a83cf0000002qSNAAY
FaultCode329,True,Corner-Encompass-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEFGA2,a83cf0000002qSPAAY
FaultCode330,True,Corner-Encompass-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEFGA2,a83cf0000002qSRAAY
FaultCode331,True,Corner-Encompass-Won't close-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEFGA2,a83cf0000002qSOAAY
FaultCode332,True,Corner-GPS Guidance-Cable End Failure-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qTRAAY
FaultCode333,True,Corner-GPS Guidance-Excessive Steering-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qTSAAY
FaultCode334,True,Corner-GPS Guidance-Incorrect Resistance Reading-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qTbAAI
FaultCode335,True,Corner-GPS Guidance-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qSPAAY
FaultCode336,True,Corner-GPS Guidance-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qSRAAY
FaultCode337,True,Corner-GPS Guidance-Signal Weak-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qSkAAI
FaultCode338,True,Corner-GPS Guidance-Won't Break Safety-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qTXAAY
FaultCode339,True,Corner-GPS Guidance-Won't Hold Safety-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qTYAAY
FaultCode340,True,Corner-GPS Guidance-Won't Steer Forward-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qTZAAY
FaultCode341,True,Corner-GPS Guidance-Won't Steer Reverse-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEGGA2,a83cf0000002qTaAAI
FaultCode342,True,Corner-LRDU-Factory Wiring Incorrect-Repair Wiring-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qTfAAI
FaultCode343,True,Corner-LRDU-Finish Appearance Faulty-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qSvAAI
FaultCode344,True,Corner-LRDU-Flanges not Square-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qSwAAI
FaultCode345,True,Corner-LRDU-Flanges Out of Time-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qSxAAI
FaultCode346,True,Corner-LRDU-Galvanizing Bare Spots-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qSyAAI
FaultCode347,True,Corner-LRDU-Galvanizing Excessive-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qT4AAI
FaultCode348,True,Corner-LRDU-Hose Pulled off-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qToAAI
FaultCode349,True,Corner-LRDU-Hose Split-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qTpAAI
FaultCode350,True,Corner-LRDU-Insufficient Clamping Force-Replace Component-2hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qSoAAI
FaultCode351,True,Corner-LRDU-Mis-manufactured-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qSMAAY
FaultCode352,True,Corner-LRDU-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qSPAAY
FaultCode353,True,Corner-LRDU-Part Dimensions Incorrect-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qSQAAY
FaultCode354,True,Corner-LRDU-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qSRAAY
FaultCode355,True,Corner-LRDU-Ultraviolet Degradation-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qTqAAI
FaultCode356,True,Corner-LRDU-Weld Missing-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qT8AAI
FaultCode357,True,Corner-LRDU-Weld Missing-Weld In Field-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEHGA2,a83cf0000002qThAAI
FaultCode358,True,Corner-Sprinkler-Factory Wiring Incorrect-Repair Wiring-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEIGA2,a83cf0000002qTfAAI
FaultCode359,True,Corner-Sprinkler-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEIGA2,a83cf0000002qSPAAY
FaultCode360,True,Corner-Sprinkler-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEIGA2,a83cf0000002qSRAAY
FaultCode361,True,Corner-Steerable Drive Unit-Aluminum Casting Failure-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTrAAI
FaultCode362,True,Corner-Steerable Drive Unit-Bearing Race Missing-Replace Steering Gearbox-4hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTsAAI
FaultCode363,True,Corner-Steerable Drive Unit-Bull Gear Broken-Replace Steering Gearbox-4hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTtAAI
FaultCode364,True,Corner-Steerable Drive Unit-Calibration changed/out of spec-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSTAAY
FaultCode365,True,Corner-Steerable Drive Unit-Case Broken-Replace Steering Gearbox-4hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTuAAI
FaultCode366,True,Corner-Steerable Drive Unit-Charred Failure Both Ends-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTvAAI
FaultCode367,True,Corner-Steerable Drive Unit-Charred Failure one end-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTwAAI
FaultCode368,True,Corner-Steerable Drive Unit-Contact Points Burned-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSUAAY
FaultCode369,True,Corner-Steerable Drive Unit-Contact Points Damaged-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTkAAI
FaultCode370,True,Corner-Steerable Drive Unit-Control Bearing Seized-Replace Tower Box-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTxAAI
FaultCode371,True,Corner-Steerable Drive Unit-Electrical Specs Not Met-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSbAAI
FaultCode372,True,Corner-Steerable Drive Unit-Factory Wiring Incorrect-Repair Wiring-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTfAAI
FaultCode373,True,Corner-Steerable Drive Unit-Factory Wiring Loose-Repair Wiring-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTyAAI
FaultCode374,True,Corner-Steerable Drive Unit-Finish Appearance Faulty-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSvAAI
FaultCode375,True,Corner-Steerable Drive Unit-Flanges not Square-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSwAAI
FaultCode376,True,Corner-Steerable Drive Unit-Flanges Out of Time-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSxAAI
FaultCode377,True,Corner-Steerable Drive Unit-Flex Joint Insert Failure-Replace Component-0.25hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qTzAAI
FaultCode378,True,Corner-Steerable Drive Unit-Galvanizing Bare Spots-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSyAAI
FaultCode379,True,Corner-Steerable Drive Unit-Galvanizing Excessive-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qT4AAI
FaultCode380,True,Corner-Steerable Drive Unit-Gears Locked Up-Replace Component-2hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU0AAI
FaultCode381,True,Corner-Steerable Drive Unit-Gears Locked Up-Replace Steering Gearbox-4hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU1AAI
FaultCode382,True,Corner-Steerable Drive Unit-Input Bearing Failed-Replace Steering Gearbox-4hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU2AAI
FaultCode383,True,Corner-Steerable Drive Unit-Intermittent Operations-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSfAAI
FaultCode384,True,Corner-Steerable Drive Unit-Leads corroded/broken-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSgAAI
FaultCode385,True,Corner-Steerable Drive Unit-Mis-manufactured-Repair Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU3AAI
FaultCode386,True,Corner-Steerable Drive Unit-Motor Using Excessive Current-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU4AAI
FaultCode387,True,Corner-Steerable Drive Unit-No holes in shaft-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU5AAI
FaultCode388,True,Corner-Steerable Drive Unit-Noise Excessive-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU6AAI
FaultCode389,True,Corner-Steerable Drive Unit-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSPAAY
FaultCode390,True,Corner-Steerable Drive Unit-Output Bearing Failed-Replace Steering Gearbox-4hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU7AAI
FaultCode391,True,Corner-Steerable Drive Unit-Output Seal Leaking-Replace Steering Gearbox-4hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU8AAI
FaultCode392,True,Corner-Steerable Drive Unit-Output Seal Missing-Replace Steering Gearbox-4hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qU9AAI
FaultCode393,True,Corner-Steerable Drive Unit-Output Shaft Broken-Replace Steering Gearbox-4hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qUAAAY
FaultCode394,True,Corner-Steerable Drive Unit-Part Dimensions Incorrect-Replace Component-1hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qSQAAY
FaultCode395,True,Corner-Steerable Drive Unit-Phase Burned Both Ends-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qUBAAY
FaultCode396,True,Corner-Steerable Drive Unit-Phase Burned One End-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qUCAAY
FaultCode397,True,Corner-Steerable Drive Unit-Phase To Ground Short-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qUDAAY
FaultCode398,True,Corner-Steerable Drive Unit-Phase To Phase Open-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qUEAAY
FaultCode399,True,Corner-Steerable Drive Unit-Phase To Phase Short-Replace Component-1.5hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qUFAAY
FaultCode400,True,Corner-Steerable Drive Unit-Seal Leaking-Replace Seal-0.75hr,0ZGcf0000002Y8tGAE,0ZGcf0000002YEJGA2,a83cf0000002qUGAAY
FaultCode601,True,Drive Unit Controls-Pivot Alignment-Safety Microswitch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVdAAI
FaultCode602,True,Drive Unit Controls-Pivot Alignment-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qSRAAY
FaultCode603,True,Drive Unit Controls-Pivot Alignment-Single Phasing-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVeAAI
FaultCode604,True,Drive Unit Controls-Pivot Alignment-Solenoid Valve Fails-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVfAAI
FaultCode605,True,Drive Unit Controls-Pivot Alignment-Terminal Block Defective-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVgAAI
FaultCode606,True,Drive Unit Controls-Pivot Alignment-Terminal Strip Stripped Out-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVhAAI
FaultCode607,True,Drive Unit Controls-Pivot Alignment-Tower Ahead Forward-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qViAAI
FaultCode608,True,Drive Unit Controls-Pivot Alignment-Tower Ahead Reverse-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVmAAI
FaultCode609,True,Drive Unit Controls-Pivot Alignment-Tower Behind Forward-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVjAAI
FaultCode610,True,Drive Unit Controls-Pivot Alignment-Tower Behind Reverse-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVkAAI
FaultCode611,True,Drive Unit Controls-Pivot Alignment-Tower Box Cover Fell Off-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVlAAI
FaultCode612,True,Drive Unit Controls-Tower Box Conversion-Coil Failure-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSLAAY
FaultCode613,True,Drive Unit Controls-Tower Box Conversion-Contact Points Burned-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSUAAY
FaultCode614,True,Drive Unit Controls-Tower Box Conversion-Contact Points Damaged-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qTkAAI
FaultCode615,True,Drive Unit Controls-Tower Box Conversion-Contactor Chattering-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSVAAY
FaultCode616,True,Drive Unit Controls-Tower Box Conversion-Contactor Locked in-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSWAAY
FaultCode617,True,Drive Unit Controls-Tower Box Conversion-Contactor not pulling in-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSXAAY
FaultCode618,True,Drive Unit Controls-Tower Box Conversion-Control Bearing Seized-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVVAAY
FaultCode619,True,Drive Unit Controls-Tower Box Conversion-Disconnect Switch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSYAAY
FaultCode620,True,Drive Unit Controls-Tower Box Conversion-Disconnect Switch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSZAAY
FaultCode621,True,Drive Unit Controls-Tower Box Conversion-Factory Wiring Incorrect-Repair Wiring-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qTfAAI
FaultCode622,True,Drive Unit Controls-Tower Box Conversion-Factory Wiring Incorrect-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qTjAAI
FaultCode623,True,Drive Unit Controls-Tower Box Conversion-Factory Wiring Loose-Repair Wiring-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qTyAAI
FaultCode624,True,Drive Unit Controls-Tower Box Conversion-Fuse Block Defective-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qScAAI
FaultCode625,True,Drive Unit Controls-Tower Box Conversion-Grounding Block Defective-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSdAAI
FaultCode626,True,Drive Unit Controls-Tower Box Conversion-Housing Damaged-Replace Component-0hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVWAAY
FaultCode627,True,Drive Unit Controls-Tower Box Conversion-Latch Inoperable-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVXAAY
FaultCode628,True,Drive Unit Controls-Tower Box Conversion-Low Pressure Switch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qTlAAI
FaultCode629,True,Drive Unit Controls-Tower Box Conversion-Low Pressure Switch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qTmAAI
FaultCode630,True,Drive Unit Controls-Tower Box Conversion-Mis-manufactured-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSMAAY
FaultCode631,True,Drive Unit Controls-Tower Box Conversion-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSPAAY
FaultCode632,True,Drive Unit Controls-Tower Box Conversion-OW Timer Doesn't Break Safety-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVYAAY
FaultCode633,True,Drive Unit Controls-Tower Box Conversion-OW Timer Doesn't Hold Safety-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVZAAY
FaultCode634,True,Drive Unit Controls-Tower Box Conversion-Run Microswitch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVaAAI
FaultCode635,True,Drive Unit Controls-Tower Box Conversion-Run Microswitch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVbAAI
FaultCode636,True,Drive Unit Controls-Tower Box Conversion-Safety Microswitch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVcAAI
FaultCode637,True,Drive Unit Controls-Tower Box Conversion-Safety Microswitch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVdAAI
FaultCode638,True,Drive Unit Controls-Tower Box Conversion-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qSRAAY
FaultCode639,True,Drive Unit Controls-Tower Box Conversion-Single Phasing-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVeAAI
FaultCode640,True,Drive Unit Controls-Tower Box Conversion-Solenoid Valve Fails-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVfAAI
FaultCode641,True,Drive Unit Controls-Tower Box Conversion-Terminal Block Defective-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVgAAI
FaultCode642,True,Drive Unit Controls-Tower Box Conversion-Terminal Strip Stripped Out-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVhAAI
FaultCode643,True,Drive Unit Controls-Tower Box Conversion-Tower Ahead Forward-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qViAAI
FaultCode644,True,Drive Unit Controls-Tower Box Conversion-Tower Ahead Reverse-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVmAAI
FaultCode645,True,Drive Unit Controls-Tower Box Conversion-Tower Behind Forward-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVjAAI
FaultCode646,True,Drive Unit Controls-Tower Box Conversion-Tower Behind Reverse-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVkAAI
FaultCode647,True,Drive Unit Controls-Tower Box Conversion-Tower Box Cover Fell Off-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEaGAM,a83cf0000002qVlAAI
FaultCode648,True,Drive Unit Controls-Tower Box Mechanical-Coil Failure-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qSLAAY
FaultCode649,True,Drive Unit Controls-Tower Box Mechanical-Contact Points Burned-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qSUAAY
FaultCode650,True,Drive Unit Controls-Tower Box Mechanical-Contact Points Damaged-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qTkAAI
FaultCode651,True,Drive Unit Controls-Tower Box Mechanical-Contactor Chattering-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qSVAAY
FaultCode652,True,Drive Unit Controls-Tower Box Mechanical-Contactor Locked in-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qSWAAY
FaultCode653,True,Drive Unit Controls-Tower Box Mechanical-Contactor not pulling in-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qSXAAY
FaultCode654,True,Drive Unit Controls-Tower Box Mechanical-Control Bearing Seized-Replace Tower Box-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qTxAAI
FaultCode655,True,Drive Unit Controls-Tower Box Mechanical-Control Bearing Seized-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qVVAAY
FaultCode656,True,Drive Unit Controls-Tower Box Mechanical-Disconnect Switch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qSYAAY
FaultCode657,True,Drive Unit Controls-Tower Box Mechanical-Disconnect Switch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qSZAAY
FaultCode658,True,Drive Unit Controls-Tower Box Mechanical-Factory Wiring Incorrect-Repair Wiring-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qTfAAI
FaultCode659,True,Drive Unit Controls-Tower Box Mechanical-Factory Wiring Incorrect-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEbGAM,a83cf0000002qTjAAI
