WOD_2__Policy_Filter_Condition__c,WOD_2__Transfer_Fee__c,WOD_2__Payment_Definition__c,Mark_Policy_As_Primary_HDI__c,Coverage_transfer_window_period_fromdate__c,WOD_2__Coverage_Based_On__c,LastModifiedById,EWP_End_WP_from_Shipment_Date_HDI__c,WOD_2__Sub_Type__c,Machine_Hours_Energy_Units_Covered_HDI__c,OwnerId,WOD_2__Transferable_Month__c,LastReferencedDate,Comments__c,Policy_Name_HDI__c,Job_Code_Group_HDI__c,WOD_2__Months_Covered_From__c,Build_Date_Applicable_HDI__c,Is_Third_Party_Policy_HDI__c,WOD_2__Description__c,WOD_2__Pricebook_Type__c,Name,WOD_2__Terms_Condition__c,Business_Unit_HDI__c,Customer_Type__c,WOD_2__Is_Policy_Optional__c,WOD_2__Type__c,Installer_Certification_Status_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,WOD_2__Active_From__c,Registration_Price__c,CreatedDate,WOD_2__Status__c,Limit_of_Liability_HDI__c,WOD_2__Business_Units__c,Is_Attachment_Mandatory_HDI__c,WOD_2__Days_Covered__c,WOD_2__Inclusion__c,LastModifiedDate,Months_Covered_From_Invoice_Date_HDI__c,CurrencyIsoCode,SystemModstamp,WOD_2__Months_Covered__c,WOD_2__Transferable__c,Maxi_number_of_transfer_to_end_customers__c,WOD_2__Category_To_Apply_Degradation__c,WOD_2__Days_Covered_From__c,Is_Policy_Applicable_for_DR_HDI__c,WOD_2__Active_Until__c,LastViewedDate,EWP_Start_WP_from_Delivery_Date_HDI__c,WOD_2__Exclusion__c,Months_Covered_From_Shipment_HDI__c,WOD_2__Expression__c,Months_Covered_FRM_OriginalDate_HDI__c,Ownership_State_HDI__c,CreatedById,IsDeleted,WOD_2__Priority__c,External_ID_HDI__c,Forced_Selection_Needed_During_DR_HDI__c,Months_Covered_From_Build_Date_HDI__c,Policy_Group_Name_HDI__c,Item_Condition_HDI__c,Id,WOD_2__Default_Policy_Definition__c,WOD_2__Extended_Policy_Cost__c,EWP_End_WP_from_Delivery_Date_HDI__c
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,3000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-3000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,36.0,True,,,,False,2020-01-01,,0.0,,999.0,,36.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7610.0,110000000020380,False,0.0,ELITE Policies,NEW,a0e8a00000GX761AAD,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,4000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-4000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,36.0,True,,,,False,2020-01-01,,0.0,,999.0,,36.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7611.0,110000000020400,False,0.0,ELITE Policies,NEW,a0e8a00000GX762AAD,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty 36 Months 5000 Hours,,,False,False,Elite Extended Warranty 36 Months 5000 Hours,,ELITE-EXT-S-36-5000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,36.0,True,,,,False,2020-01-01,,0.0,,999.0,,36.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7614.0,110000000020440,False,0.0,ELITE Policies,NEW,a0e8a00000GX763AAD,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty 36 Months 6000 Hours Full,,,False,False,Elite Extended Warranty 36 Months 6000 Hours Full,,ELITE-EXT-S-36-6000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,36.0,True,,,,False,2020-01-01,,0.0,,999.0,,36.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7615.0,110000000020460,False,0.0,ELITE Policies,NEW,a0e8a00000GX764AAD,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-6000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,36.0,True,,,,False,2020-01-01,,0.0,,999.0,,36.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7616.0,110000000020480,False,0.0,ELITE Policies,NEW,a0e8a00000GX765AAD,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-6000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,36.0,True,,,,False,2020-01-01,,0.0,,999.0,,36.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7617.0,110000000020500,False,0.0,ELITE Policies,NEW,a0e8a00000GX766AAD,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,7500.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty 36 Months 7500 Hours,,,False,False,Elite Extended Warranty 36 Months 7500 Hours,,ELITE-EXT-S-36-7500-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,36.0,True,,,,False,2020-01-01,,0.0,,999.0,,36.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7618.0,110000000020520,False,0.0,ELITE Policies,NEW,a0e8a00000GX767AAD,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,7500.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-7500-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,36.0,True,,,,False,2020-01-01,,0.0,,999.0,,36.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7619.0,110000000020540,False,0.0,ELITE Policies,NEW,a0e8a00000GX768AAD,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,4000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-48-4000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,48.0,True,,,,False,2020-01-01,,0.0,,999.0,,48.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7620.0,110000000020560,False,0.0,ELITE Policies,NEW,a0e8a00000GX769AAD,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,7500.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-48-7500-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,48.0,True,,,,False,2020-01-01,,0.0,,999.0,,48.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7622.0,110000000020600,False,0.0,ELITE Policies,NEW,a0e8a00000GX76AAAT,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,7500.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-48-7500-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,48.0,True,,,,False,2020-01-01,,0.0,,999.0,,48.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7623.0,110000000020620,False,0.0,ELITE Policies,NEW,a0e8a00000GX76BAAT,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,2000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-60-2000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,60.0,True,,,,False,2020-01-01,,0.0,,999.0,,60.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7625.0,110000000020640,False,0.0,ELITE Policies,NEW,a0e8a00000GX76CAAT,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,4000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-60-4000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,60.0,True,,,,False,2020-01-01,,0.0,,999.0,,60.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7627.0,110000000020680,False,0.0,ELITE Policies,NEW,a0e8a00000GX76DAAT,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-60-4000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,60.0,True,,,,False,2020-01-01,,0.0,,999.0,,60.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7628.0,110000000020700,False,0.0,ELITE Policies,NEW,a0e8a00000GX76EAAT,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,0.0,,2000.0,0058a00000Ma0lHAAR,,,,Extended Standard 24 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Extended Standard 24 Months or 2000 Hours Full machine Distance Labour Parts,,EXT-S-24-2000-FULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,2022-11-30T10:16:33.000+0000,Active,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,0.0,EUR,2023-05-19T23:47:57.000+0000,24.0,True,,,,False,2060-12-31,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,555.0,110000000020980,False,0.0,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;PREOWNED,a0e8a00000GX76FAAT,False,,999999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,ELITE-EXT-S-48-5000-POWERTRAIN_HYDRAULIC-LP,,,False,False,ELITE-EXT-S-48-5000-POWERTRAIN_HYDRAULIC-LP,,ELITE-EXT-S-48-5000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2001-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,48.0,True,,,,False,2020-01-31,,0.0,,999.0,,48.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7641.0,110000000021000,False,0.0,ELITE Policies,NEW,a0e8a00000GX76GAAT,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,10000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-48-10000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2010-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,48.0,True,,,,False,2029-08-31,,0.0,,999.0,,48.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7648.0,110000000021180,False,0.0,ELITE Policies,NEW,a0e8a00000GX76HAAT,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,0.0,,9999999.0,0058a00000Ma0lHAAR,,,,Goodwill Major Components Parts Only,EXT-S-36-5000-FULL-P,,False,False,Goodwill Major Components Parts Only,,GW-SL-MAJOR_COMPONENTS-P,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,GOODWILL,ANY,False,2008-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-09-10T15:02:06.000+0000,0.0,USD,2024-09-10T15:02:06.000+0000,0.0,False,,,,False,2099-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,9015.0,110000000021203,False,0.0,PARTS,NEW;PREOWNED,a0e8a00000GX76IAAT,False,,0.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,2000.0,0058a00000Ma0lHAAR,,,,Elite Extended Warranty 36/2000 Full,,,False,False,Elite Extended Warranty 36/2000 Full,,ELITE-EXT-S-36-2000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2014-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:11:25.000+0000,0.0,USD,2024-02-29T16:11:25.000+0000,36.0,True,,,,False,2018-01-31,,0.0,,999.0,,36.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,7650.0,110000000021220,False,0.0,ELITE Policies,NEW,a0e8a00000GX76JAAT,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,0.0,,4500.0,0058a00000Ma0lHAAR,,,,Extended Key Accounts 36 Months or 4500 Hours Full machine Distance Labour Parts Manually Added,,,False,False,Extended Key Accounts 36 Months or 4500 Hours Full machine Distance Labour Parts Manually Added,,EXT-KA-36-4500-FULL-DLP-M,,EUROPE,National Account,True,EXTENDED,ANY,False,2012-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,0.0,EUR,2023-05-19T23:47:57.000+0000,36.0,False,,,,False,2040-12-31,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,704.0,110000000021342,False,0.0,FULL;DISTANCE_LABOUR_PARTS,NEW,a0e8a00000GX76KAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,60 Months 5000 Hours Protection Plus Full,STANDARD_FULL,,False,False,60 Months 5000 Hours Protection Plus Full,,EXT-PP-60-5000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Dealer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:58:43.000+0000,0.0,USD,2024-08-01T18:58:43.000+0000,60.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5184.0,110000000022360,False,0.0,FULL;PARTS_LABOR,NEW;PREOWNED;CONSIGNMENT,a0e8a00000GX76LAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,60 Months 6000 Hours Protection Plus Full,STANDARD_FULL,,False,False,60 Months 6000 Hours Protection Plus Full,,EXT-PP-60-6000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:52:01.000+0000,0.0,USD,2024-08-01T18:52:01.000+0000,60.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5188.0,110000000022380,False,0.0,FULL;PARTS_LABOR,NEW,a0e8a00000GX76MAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,7500.0,0058a00000Ma0lHAAR,,,,60 Months 7500 Hours Protection Plus Full,STANDARD_FULL,,False,False,60 Months 7500 Hours Protection Plus Full,,EXT-PP-60-7500-FULL-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:52:33.000+0000,0.0,USD,2024-08-01T18:52:33.000+0000,60.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5191.0,110000000022400,False,0.0,FULL;PARTS_SLP_LABOR,NEW,a0e8a00000GX76NAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,2000.0,0058a00000Ma0lHAAR,,,,24 Months 2000 Hours Protection Plus POWERTRAIN,Emissions;POWERTRAIN-LP,,False,False,24 Months 2000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-2000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,24.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5028.0,110000000022420,False,0.0,PARTS_LABOR;POWERTRAIN,NEW,a0e8a00000GX76OAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,3000.0,0058a00000Ma0lHAAR,,,,24 Months 3000 Hours Protection Plus POWERTRAIN,Emissions;POWERTRAIN-LP,,False,False,24 Months 3000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-3000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,24.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5036.0,110000000022440,False,0.0,PARTS_LABOR;POWERTRAIN,NEW,a0e8a00000GX76PAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,4000.0,0058a00000Ma0lHAAR,,,,24 Months 4000 Hours Protection Plus POWERTRAIN,Emissions;POWERTRAIN-LP,,False,False,24 Months 4000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-4000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,24.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5042.0,110000000022460,False,0.0,PARTS_LABOR;POWERTRAIN,NEW,a0e8a00000GX76QAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,24 Months 5000 Hours Protection Plus POWERTRAIN,Emissions;POWERTRAIN-LP,,False,False,24 Months 5000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-5000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,24.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5048.0,110000000022480,False,0.0,PARTS_LABOR;POWERTRAIN,NEW,a0e8a00000GX76RAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,24 Months 6000 Hours Protection Plus POWERTRAIN,Emissions;POWERTRAIN-LP,,False,False,24 Months 6000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-6000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,24.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5054.0,110000000022500,False,0.0,PARTS_LABOR;POWERTRAIN,NEW,a0e8a00000GX76SAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,7500.0,0058a00000Ma0lHAAR,,,,24 Months 7500 Hours Protection Plus POWERTRAIN,Emissions;POWERTRAIN-LP,,False,False,24 Months 7500 Hours Protection Plus POWERTRAIN,,EXT-PP-24-7500-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,24.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5058.0,110000000022520,False,0.0,PARTS_LABOR;POWERTRAIN,NEW,a0e8a00000GX76TAAT,False,,99999.0
OR,100.0,,False,,,0058a00000MaBalAAF,99999.0,,2000.0,0058a00000Ma0lHAAR,,,,36 Months 2000 Hours Protection Plus POWERTRAIN,Emissions;POWERTRAIN-LP,,False,False,36 Months 2000 Hours Protection Plus POWERTRAIN,,EXT-PP-36-2000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,36.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5080.0,110000000022540,False,0.0,PARTS_LABOR;POWERTRAIN,NEW,a0e8a00000GX76UAAT,False,,99999.0
