Id,OwnerId,IsDeleted,Name,CurrencyIsoCode,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,WOD_2__Active_From__c,WOD_2__Active_Until__c,WOD_2__Business_Units__c,WOD_2__Category_To_Apply_Degradation__c,WOD_2__Days_Covered__c,WOD_2__Default_Policy_Definition__c,WOD_2__Description__c,WOD_2__Exclusion__c,WOD_2__Extended_Policy_Cost__c,WOD_2__Inclusion__c,WOD_2__Is_Policy_Optional__c,WOD_2__Months_Covered__c,WOD_2__Payment_Definition__c,WOD_2__Policy_Filter_Condition__c,WOD_2__Pricebook_Type__c,WOD_2__Priority__c,WOD_2__Status__c,WOD_2__Sub_Type__c,WOD_2__Terms_Condition__c,WOD_2__Transfer_Fee__c,WOD_2__Transferable_Month__c,WOD_2__Transferable__c,WOD_2__Type__c,Build_Date_Applicable_HDI__c,Business_Unit_HDI__c,Comments__c,Coverage_transfer_window_period_fromdate__c,Customer_Type__c,EWP_End_WP_from_Delivery_Date_HDI__c,EWP_End_WP_from_Shipment_Date_HDI__c,EWP_Start_WP_from_Delivery_Date_HDI__c,External_ID_HDI__c,Forced_Selection_Needed_During_DR_HDI__c,Installer_Certification_Status_HDI__c,Is_Attachment_Mandatory_HDI__c,Is_Policy_Applicable_for_DR_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,Is_Third_Party_Policy_HDI__c,Item_Condition_HDI__c,Limit_of_Liability_HDI__c,Machine_Hours_Energy_Units_Covered_HDI__c,Mark_Policy_As_Primary_HDI__c,Maxi_number_of_transfer_to_end_customers__c,Months_Covered_FRM_OriginalDate_HDI__c,Months_Covered_From_Build_Date_HDI__c,Months_Covered_From_Invoice_Date_HDI__c,Months_Covered_From_Shipment_HDI__c,Ownership_State_HDI__c,Policy_Name_HDI__c,Registration_Price__c,Policy_Group_Name_HDI__c,Job_Code_Group_HDI__c,WOD_2__Days_Covered_From__c,WOD_2__Months_Covered_From__c,WOD_2__Coverage_Based_On__c,WOD_2__Expression__c
a0e8a00000GX74jAAD,0058a00000Ma0lHAAR,False,EXT-PP-24-4000-PPFULL-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 24 Months or 4000 Hours Full machine Parts,,,,True,24.0,a0a8a00000aK71rAAC,OR,,350.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018000,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,4000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 24 Months or 4000 Hours Full machine Parts,,PARTS ONLY;Protection Plus;PPFULL,,,,,
a0e8a00000GX74kAAD,0058a00000Ma0lHAAR,False,EXT-PP-36-6000-PPFULL-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 36 Months or 6000 Hours Full machine Parts,,,,True,36.0,a0a8a00000aK71rAAC,OR,,351.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018020,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,6000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 36 Months or 6000 Hours Full machine Parts,,PARTS ONLY;Protection Plus;PPFULL,,,,,
a0e8a00000GX74lAAD,0058a00000Ma0lHAAR,False,EXT-PP-48-8000-PPFULL-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 48 Months or 8000 Hours Full machine Parts,,,,True,48.0,a0a8a00000aK71rAAC,OR,,352.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018040,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,8000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 48 Months or 8000 Hours Full machine Parts,,PARTS ONLY;Protection Plus;PPFULL,,,,,
a0e8a00000GX74mAAD,0058a00000Ma0lHAAR,False,EXT-PP-60-10000-PPFULL-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 60 Months or 10000 Hours Full machine Parts,,,,True,60.0,a0a8a00000aK71rAAC,OR,,353.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018060,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,10000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 60 Months or 10000 Hours Full machine Parts,,PARTS ONLY;Protection Plus;PPFULL,,,,,
a0e8a00000GX74nAAD,0058a00000Ma0lHAAR,False,EXT-PP-24-4000-POWERTRAIN-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 24 Months or 4000 Hours Powertrain Distance Labour Parts,,,,True,24.0,a0a8a00000aK71rAAC,OR,,360.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018080,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,4000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 24 Months or 4000 Hours Powertrain Distance Labour Parts,,PARTS_LABOR_TRAVEL;Protection Plus;DRIVELINE,,,,,
a0e8a00000GX74oAAD,0058a00000Ma0lHAAR,False,EXT-PP-36-6000-POWERTRAIN-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 36 Months or 6000 Hours Powertrain Distance Labour Parts,,,,True,36.0,a0a8a00000aK71rAAC,OR,,361.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018100,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,6000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 36 Months or 6000 Hours Powertrain Distance Labour Parts,,PARTS_LABOR_TRAVEL;Protection Plus;DRIVELINE,,,,,
a0e8a00000GX74pAAD,0058a00000Ma0lHAAR,False,EXT-PP-48-8000-POWERTRAIN-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 48 Months or 8000 Hours Powertrain Distance Labour Parts,,,,True,48.0,a0a8a00000aK71rAAC,OR,,362.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018120,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,8000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 48 Months or 8000 Hours Powertrain Distance Labour Parts,,PARTS_LABOR_TRAVEL;Protection Plus;DRIVELINE,,,,,
a0e8a00000GX74qAAD,0058a00000Ma0lHAAR,False,EXT-PP-60-10000-POWERTRAIN-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 60 Months or 10000 Hours Powertrain Distance Labour Parts,,,,True,60.0,a0a8a00000aK71rAAC,OR,,363.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018140,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,10000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 60 Months or 10000 Hours Powertrain Distance Labour Parts,,PARTS_LABOR_TRAVEL;Protection Plus;DRIVELINE,,,,,
a0e8a00000GX74rAAD,0058a00000Ma0lHAAR,False,EXT-PP-24-4000-POWERTRAIN-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 24 Months or 4000 Hours Powertrain Parts,,,,True,24.0,a0a8a00000aK71rAAC,OR,,370.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018160,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,4000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 24 Months or 4000 Hours Powertrain Parts,,PARTS ONLY;Protection Plus;DRIVELINE,,,,,
a0e8a00000GX74sAAD,0058a00000Ma0lHAAR,False,EXT-PP-36-6000-POWERTRAIN-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 36 Months or 6000 Hours Powertrain Parts,,,,True,36.0,a0a8a00000aK71rAAC,OR,,371.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018180,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,6000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 36 Months or 6000 Hours Powertrain Parts,,PARTS ONLY;Protection Plus;DRIVELINE,,,,,
a0e8a00000GX74tAAD,0058a00000Ma0lHAAR,False,EXT-PP-48-8000-POWERTRAIN-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 48 Months or 8000 Hours Powertrain Parts,,,,True,48.0,a0a8a00000aK71rAAC,OR,,372.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018200,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,8000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 48 Months or 8000 Hours Powertrain Parts,,PARTS ONLY;Protection Plus;DRIVELINE,,,,,
a0e8a00000GX74uAAD,0058a00000Ma0lHAAR,False,EXT-PP-60-10000-POWERTRAIN-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 60 Months or 10000 Hours Powertrain Parts,,,,True,60.0,a0a8a00000aK71rAAC,OR,,373.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018220,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,10000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 60 Months or 10000 Hours Powertrain Parts,,PARTS ONLY;Protection Plus;DRIVELINE,,,,,
a0e8a00000GX74vAAD,0058a00000Ma0lHAAR,False,EXT-ST-6-1000-FULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Stock 6 Months or 1000 Hours Full machine Distance Labour Parts,,,,True,6.0,a0a8a00000aK71rAAC,OR,,200.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018240,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,1000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Stock 6 Months or 1000 Hours Full machine Distance Labour Parts,,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,,,,,
a0e8a00000GX74wAAD,0058a00000Ma0lHAAR,False,EXT-ST-12-2000-FULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Stock 12 Months or 2000 Hours Full machine Distance Labour Parts,,,,True,12.0,a0a8a00000aK6JTAA0,OR,,201.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018260,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,2000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Stock 12 Months or 2000 Hours Full machine Distance Labour Parts,,DISTANCE_LABOUR_PARTS,,,,,
a0e8a00000GX74xAAD,0058a00000Ma0lHAAR,False,EXT-ST-24-4000-FULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Stock 24 Months or 4000 Hours Full machine Distance Labour Parts,,,,True,24.0,a0a8a00000aK6JTAA0,OR,,202.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018280,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,4000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Stock 24 Months or 4000 Hours Full machine Distance Labour Parts,,DISTANCE_LABOUR_PARTS,,,,,
a0e8a00000GX74yAAD,0058a00000Ma0lHAAR,False,EXT-ST-36-6000-FULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Stock 36 Months or 6000 Hours Full machine Distance Labour Parts,,,,True,36.0,a0a8a00000aK6JTAA0,OR,,203.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018300,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,6000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Stock 36 Months or 6000 Hours Full machine Distance Labour Parts,,DISTANCE_LABOUR_PARTS,,,,,
a0e8a00000GX74zAAD,0058a00000Ma0lHAAR,False,EXT-ST-48-8000-FULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Stock 48 Months or 8000 Hours Full machine Distance Labour Parts,,,,True,48.0,a0a8a00000aK6JTAA0,OR,,204.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018320,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,8000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Stock 48 Months or 8000 Hours Full machine Distance Labour Parts,,DISTANCE_LABOUR_PARTS,,,,,
a0e8a00000GX750AAD,0058a00000Ma0lHAAR,False,EXT-ST-60-10000-FULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Stock 60 Months or 10000 Hours Full machine Distance Labour Parts,,,,True,60.0,a0a8a00000aK6JTAA0,OR,,205.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000018340,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,10000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Stock 60 Months or 10000 Hours Full machine Distance Labour Parts,,DISTANCE_LABOUR_PARTS,,,,,
a0e8a00000GX751AAD,0058a00000Ma0lHAAR,False,GW-SL-00-0000-FULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Goodwill Sales 00 Months or 0000 Hours Full Machine Distance Parts Labour,,,,True,0.0,a0a8a00000aK6JTAA0,OR,,234.0,Active,,,0.0,,True,GOODWILL,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",0.0,0.0,0.0,110000000018860,False,ANY,False,False,False,False,NEW;REFURBISHED;PREOWNED,,9999999.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Goodwill Sales 00 Months or 0000 Hours Full Machine Distance Parts Labour,,DISTANCE_LABOUR_PARTS,,,,,
a0e8a00000GX752AAD,0058a00000Ma0lHAAR,False,GW-SL-00-0000-FULL-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Goodwill Sales 00 Months or 0000 Hours Full Machine Parts,,,,True,0.0,a0a8a00000aK6JSAA0,OR,,235.0,Active,,,0.0,,True,GOODWILL,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",0.0,0.0,0.0,110000000018880,False,ANY,False,False,False,False,NEW,,9999999.0,False,,0.0,0.0,72.0,0.0,First Owner;Dealer Rental,Goodwill Sales 00 Months or 0000 Hours Full Machine Parts,,PARTS ONLY,,,,,
a0e8a00000GX753AAD,0058a00000Ma0lHAAR,False,GW-SL-00-0000-POWERTRAIN-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Goodwill Sales 00 Months or 0000 Hours Powertrain Distance Parts Labour,,,,True,0.0,a0a8a00000aK6JTAA0,OR,,236.0,Active,,,0.0,,True,GOODWILL,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",0.0,0.0,0.0,110000000018900,False,ANY,False,False,False,False,NEW,,9999999.0,False,,0.0,0.0,72.0,0.0,First Owner;Dealer Rental,Goodwill Sales 00 Months or 0000 Hours Powertrain Distance Parts Labour,,DISTANCE_LABOUR_PARTS,,,,,
a0e8a00000GX754AAD,0058a00000Ma0lHAAR,False,GW-SL-00-0000-POWERTRAIN-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Goodwill Sales 00 Months or 0000 Hours Powertrain Parts,,,,True,0.0,a0a8a00000aK6JSAA0,OR,,237.0,Active,,,0.0,,True,GOODWILL,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",0.0,0.0,0.0,110000000018920,False,ANY,False,False,False,False,NEW,,9999999.0,False,,0.0,0.0,72.0,0.0,First Owner;Dealer Rental,Goodwill Sales 00 Months or 0000 Hours Powertrain Parts,,PARTS ONLY,,,,,
a0e8a00000GX755AAD,0058a00000Ma0lHAAR,False,GW-SL-00-0000-ENGINE-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Goodwill Sales 00 Months or 0000 Hours Engine Distance Parts Labour,,,,True,0.0,a0a8a00000aK6JTAA0,OR,,238.0,Active,,,0.0,,True,GOODWILL,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",0.0,0.0,0.0,110000000018940,False,ANY,False,False,False,False,NEW,,9999999.0,False,,0.0,0.0,72.0,0.0,First Owner;Dealer Rental,Goodwill Sales 00 Months or 0000 Hours Engine Distance Parts Labour,,DISTANCE_LABOUR_PARTS,,,,,
a0e8a00000GX756AAD,0058a00000Ma0lHAAR,False,GW-SL-00-0000-ENGINE-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Goodwill Sales 00 Months or 0000 Hours Engine Parts,,,,True,0.0,a0a8a00000aK6JSAA0,OR,,239.0,Active,,,0.0,,True,GOODWILL,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",0.0,0.0,0.0,110000000018960,False,ANY,False,False,False,False,NEW,,9999999.0,False,,0.0,0.0,72.0,0.0,First Owner;Dealer Rental,Goodwill Sales 00 Months or 0000 Hours Engine Parts,,PARTS ONLY,,,,,
a0e8a00000GX757AAD,0058a00000Ma0lHAAR,False,GW-SL-00-0000-TIRES & TRACKS-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,0058a00000Ma0lHAAR,2022-12-22T12:45:46.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Distance Parts Labour,,,,True,0.0,a0a8a00000aK6JTAA0,OR,,240.0,Active,,,0.0,,True,GOODWILL,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",0.0,0.0,0.0,110000000018980,False,ANY,False,False,False,False,NEW,,9999999.0,False,,0.0,0.0,72.0,0.0,First Owner;Dealer Rental,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Distance Parts Labour,,DISTANCE_LABOUR_PARTS,,,,,
