VRM_SubCategory__c,VRM_External_Id__c,Name,VRM_Category__c,VRM_Failure_Resolution_Code__c,WOD_2__Status__c
,Control Technology-Control Panel Upgrades-Resolver Volts Incorrect-Replace Component-1hr,FaultCode187,0ZGVF0000002fFC4AY,a85VF000000vQv0YAE,True
,Control Technology-Control Panel Upgrades-Shipment Damage-Replace Component-0hr,FaultCode188,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
,Control Technology-Control Panel Upgrades-Signal Weak-Replace Component-1hr,FaultCode189,0ZGVF0000002fFC4AY,a85VF000000vQuEYAU,True
,Control Technology-Control Panel Upgrades-Won't Break Safety-Replace Component-1hr,FaultCode190,0ZGVF0000002fFC4AY,a85VF000000vQv1YAE,True
,Control Technology-Control Panel Upgrades-Won't Hold Safety-Replace Component-1hr,FaultCode191,0ZGVF0000002fFC4AY,a85VF000000vQv2YAE,True
,Control Technology-Control Panel Upgrades-Won't Steer Forward-Replace Component-1.5hr,FaultCode192,0ZGVF0000002fFC4AY,a85VF000000vQv3YAE,True
,Control Technology-Control Panel Upgrades-Won't Steer Reverse-Replace Component-1.5hr,FaultCode193,0ZGVF0000002fFC4AY,a85VF000000vQv4YAE,True
,Control Technology-Pump Control Options-Communication Failure-Replace Component-1hr,FaultCode194,0ZGVF0000002fFC4AY,a85VF000000vQufYAE,True
,Control Technology-Pump Control Options-Electrical Component Failure-Replace Component-1hr,FaultCode195,0ZGVF0000002fFC4AY,a85VF000000vQu4YAE,True
,Control Technology-Pump Control Options-Other -- Fill in Comments-Replace Component-1hr,FaultCode196,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
,Control Technology-Pump Control Options-Part Dimensions Incorrect-Replace Component-1hr,FaultCode197,0ZGVF0000002fFC4AY,a85VF000000vQtuYAE,True
,Control Technology-Pump Control Options-Shipment Damage-Replace Component-0hr,FaultCode198,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
,Control Technology-Telemetry--12 Volt Power Supply-Replace Component-1hr,FaultCode199,0ZGVF0000002fFC4AY,a85VF000000vQv6YAE,True
,Control Technology-Telemetry-5 Volt Power Supply-Replace Component-1hr,FaultCode200,0ZGVF0000002fFC4AY,a85VF000000vQugYAE,True
,Control Technology-Telemetry-Backlight Failure-Replace Component-1hr,FaultCode201,0ZGVF0000002fFC4AY,a85VF000000vQuhYAE,True
,Control Technology-Telemetry-Cable End Failure-Replace Component-1hr,FaultCode202,0ZGVF0000002fFC4AY,a85VF000000vQuvYAE,True
,Control Technology-Telemetry-Calibration changed/out of spec-Replace Component-1hr,FaultCode203,0ZGVF0000002fFC4AY,a85VF000000vQtxYAE,True
,Control Technology-Telemetry-Cold Solder Joint-Replace Component-1hr,FaultCode204,0ZGVF0000002fFC4AY,a85VF000000vQuiYAE,True
,Control Technology-Telemetry-Communication Failure-Replace Component-1hr,FaultCode205,0ZGVF0000002fFC4AY,a85VF000000vQufYAE,True
,Control Technology-Telemetry-Contact Points Burned-Replace Component-1hr,FaultCode206,0ZGVF0000002fFC4AY,a85VF000000vQtyYAE,True
,Control Technology-Telemetry-Contactor Chattering-Replace Component-1hr,FaultCode207,0ZGVF0000002fFC4AY,a85VF000000vQtzYAE,True
,Control Technology-Telemetry-Contactor Locked in-Replace Component-1hr,FaultCode208,0ZGVF0000002fFC4AY,a85VF000000vQu0YAE,True
,Control Technology-Telemetry-Contactor not pulling in-Replace Component-1hr,FaultCode209,0ZGVF0000002fFC4AY,a85VF000000vQu1YAE,True
,Control Technology-Telemetry-Display Failure-Replace Component-1hr,FaultCode210,0ZGVF0000002fFC4AY,a85VF000000vQujYAE,True
,Control Technology-Telemetry-Electrical Component Failure-Replace Component-1hr,FaultCode211,0ZGVF0000002fFC4AY,a85VF000000vQu4YAE,True
,Control Technology-Telemetry-Electrical Specs Not Met-Replace Component-1hr,FaultCode212,0ZGVF0000002fFC4AY,a85VF000000vQu5YAE,True
,Control Technology-Telemetry-Encoder Failure-Replace Component-1hr,FaultCode213,0ZGVF0000002fFC4AY,a85VF000000vQukYAE,True
,Control Technology-Telemetry-Excessive Steering-Replace Component-1.5hr,FaultCode214,0ZGVF0000002fFC4AY,a85VF000000vQuwYAE,True
,Control Technology-Telemetry-External Connection Failure-Replace Component-1hr,FaultCode215,0ZGVF0000002fFC4AY,a85VF000000vQulYAE,True
,Control Technology-Telemetry-Fuse Block Defective-Replace Component-1hr,FaultCode216,0ZGVF0000002fFC4AY,a85VF000000vQu6YAE,True
,Control Technology-Telemetry-Grounding Block Defective-Replace Component-1hr,FaultCode217,0ZGVF0000002fFC4AY,a85VF000000vQu7YAE,True
,Control Technology-Telemetry-Harness Failure-Replace Component-1hr,FaultCode218,0ZGVF0000002fFC4AY,a85VF000000vQumYAE,True
,Control Technology-Telemetry-Housing Damaged-Replace Component-1hr,FaultCode219,0ZGVF0000002fFC4AY,a85VF000000vQu8YAE,True
,Control Technology-Telemetry-Incorrect Resistance Reading-Replace Component-1.5hr,FaultCode220,0ZGVF0000002fFC4AY,a85VF000000vQv5YAE,True
,Control Technology-Telemetry-Intermittent Operations-Replace Component-1hr,FaultCode221,0ZGVF0000002fFC4AY,a85VF000000vQu9YAE,True
,Control Technology-Telemetry-Keypad Failure-Replace Component-1hr,FaultCode222,0ZGVF0000002fFC4AY,a85VF000000vQunYAE,True
,Control Technology-Telemetry-Leads corroded/broken-Replace Component-1hr,FaultCode223,0ZGVF0000002fFC4AY,a85VF000000vQuAYAU,True
,Control Technology-Telemetry-Other -- Fill in Comments-Replace Component-1hr,FaultCode224,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
,Control Technology-Telemetry-Part Dimensions Incorrect-Replace Component-1hr,FaultCode225,0ZGVF0000002fFC4AY,a85VF000000vQtuYAE,True
,Control Technology-Telemetry-PCB Cracked-Replace Component-1hr,FaultCode226,0ZGVF0000002fFC4AY,a85VF000000vQuoYAE,True
,Control Technology-Telemetry-Pressure Reading Incorrect-Replace Component-1hr,FaultCode227,0ZGVF0000002fFC4AY,a85VF000000vQuqYAE,True
,Control Technology-Telemetry-Relay Failure-Replace Component-1hr,FaultCode228,0ZGVF0000002fFC4AY,a85VF000000vQurYAE,True
,Control Technology-Telemetry-Screen Failure-Replace Component-1hr,FaultCode229,0ZGVF0000002fFC4AY,a85VF000000vQusYAE,True
,Control Technology-Telemetry-Shipment Damage-Replace Component-0hr,FaultCode230,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
,Control Technology-Telemetry-Signal Weak-Replace Component-1hr,FaultCode231,0ZGVF0000002fFC4AY,a85VF000000vQuEYAU,True
,Control Technology-Telemetry-Trace Failure-Replace Component-1hr,FaultCode232,0ZGVF0000002fFC4AY,a85VF000000vQutYAE,True
,Control Technology-Telemetry-Voltage Display Inconsistent-Replace Component-1hr,FaultCode233,0ZGVF0000002fFC4AY,a85VF000000vQuuYAE,True
,Control Technology-Telemetry-Won't Break Safety-Replace Component-1hr,FaultCode234,0ZGVF0000002fFC4AY,a85VF000000vQv1YAE,True
,Control Technology-Telemetry-Won't Hold Safety-Replace Component-1hr,FaultCode235,0ZGVF0000002fFC4AY,a85VF000000vQv2YAE,True
,Control Technology-Telemetry-Won't Steer Forward-Replace Component-1hr,FaultCode236,0ZGVF0000002fFC4AY,a85VF000000vQv7YAE,True
,Control Technology-Telemetry-Won't Steer Reverse-Replace Component-1hr,FaultCode237,0ZGVF0000002fFC4AY,a85VF000000vQv8YAE,True
,Corner-Air Compressor-Electrical Component Failure-Replace Component-1hr,FaultCode239,0ZGVF0000002fFD4AY,a85VF000000vQu4YAE,True
,Corner-Air Compressor-Factory Wiring Incorrect-Repair Wiring-1hr,FaultCode240,0ZGVF0000002fFD4AY,a85VF000000vQv9YAE,True
,Corner-Air Compressor-Finish Appearance Faulty-Replace Component-1hr,FaultCode241,0ZGVF0000002fFD4AY,a85VF000000vQuPYAU,True
,Corner-Air Compressor-Galvanizing Quality-Replace Component-1hr,FaultCode242,0ZGVF0000002fFD4AY,a85VF000000vQuTYAU,True
,Corner-Air Compressor-Hitch ball bolt failed-Replace Component-1hr,FaultCode243,0ZGVF0000002fFD4AY,a85VF000000vQuUYAU,True
,Corner-Air Compressor-Mis-manufactured-Replace Component-1hr,FaultCode244,0ZGVF0000002fFD4AY,a85VF000000vQtqYAE,True
,Corner-Air Compressor-Other -- Fill in Comments-Replace Component-1hr,FaultCode245,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-Air Compressor-Part Dimensions Incorrect-Replace Component-1hr,FaultCode246,0ZGVF0000002fFD4AY,a85VF000000vQtuYAE,True
,Corner-Air Compressor-Precision Corner Adjustment-Adjust Span Sensor-1hr,FaultCode247,0ZGVF0000002fFD4AY,a85VF000000vQvAYAU,True
,Corner-Air Compressor-Seam Split-Weld In Field-1hr,FaultCode248,0ZGVF0000002fFD4AY,a85VF000000vQuXYAU,True
,Corner-Air Compressor-Shipment Damage-Replace Component-0hr,FaultCode249,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-Air Compressor-Weld Failure-Replace Component-1hr,FaultCode250,0ZGVF0000002fFD4AY,a85VF000000vQuaYAE,True
,Corner-Air Compressor-Weld Failure-Weld In Field-1hr,FaultCode251,0ZGVF0000002fFD4AY,a85VF000000vQubYAE,True
,Corner-Air Compressor-Weld Missing-Weld In Field-1hr,FaultCode252,0ZGVF0000002fFD4AY,a85VF000000vQvBYAU,True
,Corner-Air Compressor-Weld Missing-Replace Component-1hr,FaultCode253,0ZGVF0000002fFD4AY,a85VF000000vQucYAE,True
,Corner-Below Ground Guidance-Excessive Steering-Replace Component-1.5hr,FaultCode254,0ZGVF0000002fFD4AY,a85VF000000vQuwYAE,True
,Corner-Below Ground Guidance-Incorrect Resistance Reading-Replace Component-1.5hr,FaultCode255,0ZGVF0000002fFD4AY,a85VF000000vQv5YAE,True
,Corner-Below Ground Guidance-Other -- Fill in Comments-Replace Component-1hr,FaultCode256,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-Below Ground Guidance-Shipment Damage-Replace Component-0hr,FaultCode257,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-Below Ground Guidance-Signal Weak-Replace Component-1.5hr,FaultCode258,0ZGVF0000002fFD4AY,a85VF000000vQvCYAU,True
,Corner-Below Ground Guidance-Won't Break Safety-Replace Component-1hr,FaultCode259,0ZGVF0000002fFD4AY,a85VF000000vQv1YAE,True
,Corner-Below Ground Guidance-Won't Hold Safety-Replace Component-1hr,FaultCode260,0ZGVF0000002fFD4AY,a85VF000000vQv2YAE,True
,Corner-Below Ground Guidance-Won't Steer Forward-Replace Component-1.5hr,FaultCode261,0ZGVF0000002fFD4AY,a85VF000000vQv3YAE,True
,Corner-Below Ground Guidance-Won't Steer Reverse-Replace Component-1.5hr,FaultCode262,0ZGVF0000002fFD4AY,a85VF000000vQv4YAE,True
,Corner-Corner Sensor Box-Electrical Component Failure-Replace Component-1hr,FaultCode263,0ZGVF0000002fFD4AY,a85VF000000vQu4YAE,True
,Corner-Corner Sensor Box-Factory Wiring Incorrect-Repair Wiring-1hr,FaultCode264,0ZGVF0000002fFD4AY,a85VF000000vQv9YAE,True
,Corner-Corner Sensor Box-Factory Wiring Incorrect-Replace Component-1hr,FaultCode265,0ZGVF0000002fFD4AY,a85VF000000vQvDYAU,True
,Corner-Corner Sensor Box-Finish Appearance Faulty-Replace Component-1hr,FaultCode266,0ZGVF0000002fFD4AY,a85VF000000vQuPYAU,True
,Corner-Corner Sensor Box-Flanges not Square-Replace Component-1hr,FaultCode267,0ZGVF0000002fFD4AY,a85VF000000vQuQYAU,True
,Corner-Corner Sensor Box-Flanges Out of Time-Replace Component-1hr,FaultCode268,0ZGVF0000002fFD4AY,a85VF000000vQuRYAU,True
,Corner-Corner Sensor Box-Galvanizing Bare Spots-Replace Component-1hr,FaultCode269,0ZGVF0000002fFD4AY,a85VF000000vQuSYAU,True
,Corner-Corner Sensor Box-Galvanizing Excessive-Replace Component-1hr,FaultCode270,0ZGVF0000002fFD4AY,a85VF000000vQuYYAU,True
,Corner-Corner Sensor Box-Galvanizing Quality-Replace Component-1hr,FaultCode271,0ZGVF0000002fFD4AY,a85VF000000vQuTYAU,True
,Corner-Corner Sensor Box-Hitch ball bolt failed-Replace Component-1hr,FaultCode272,0ZGVF0000002fFD4AY,a85VF000000vQuUYAU,True
,Corner-Corner Sensor Box-Mis-manufactured-Replace Component-1hr,FaultCode273,0ZGVF0000002fFD4AY,a85VF000000vQtqYAE,True
,Corner-Corner Sensor Box-Other -- Fill in Comments-Replace Component-1hr,FaultCode274,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-Corner Sensor Box-Part Dimensions Incorrect-Replace Component-1hr,FaultCode275,0ZGVF0000002fFD4AY,a85VF000000vQtuYAE,True
,Corner-Corner Sensor Box-Precision Corner Adjustment-Adjust Span Sensor-1hr,FaultCode276,0ZGVF0000002fFD4AY,a85VF000000vQvAYAU,True
,Corner-Corner Sensor Box-Seam Split-Weld In Field-1hr,FaultCode277,0ZGVF0000002fFD4AY,a85VF000000vQuXYAU,True
,Corner-Corner Sensor Box-Seam Split-Replace Component-1hr,FaultCode278,0ZGVF0000002fFD4AY,a85VF000000vQuWYAU,True
,Corner-Corner Sensor Box-Shipment Damage-Replace Component-0hr,FaultCode279,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-Corner Sensor Box-Weld Failure-Replace Component-1hr,FaultCode280,0ZGVF0000002fFD4AY,a85VF000000vQuaYAE,True
,Corner-Corner Sensor Box-Weld Failure-Weld In Field-1hr,FaultCode281,0ZGVF0000002fFD4AY,a85VF000000vQubYAE,True
,Corner-Corner Sensor Box-Weld Missing-Weld In Field-1hr,FaultCode282,0ZGVF0000002fFD4AY,a85VF000000vQvBYAU,True
,Corner-Corner Sensor Box-Weld Missing-Replace Component-1hr,FaultCode283,0ZGVF0000002fFD4AY,a85VF000000vQucYAE,True
,Corner-Corner Sequencing-Coil Failure-Replace Component-1hr,FaultCode284,0ZGVF0000002fFD4AY,a85VF000000vQtpYAE,True
,Corner-Corner Sequencing-Contact Points Damaged-Replace Component-1hr,FaultCode285,0ZGVF0000002fFD4AY,a85VF000000vQvEYAU,True
,Corner-Corner Sequencing-Contactor Chattering-Replace Component-1hr,FaultCode286,0ZGVF0000002fFD4AY,a85VF000000vQtzYAE,True
,Corner-Corner Sequencing-Contactor Locked in-Replace Component-1hr,FaultCode287,0ZGVF0000002fFD4AY,a85VF000000vQu0YAE,True
,Corner-Corner Sequencing-Contactor not pulling in-Replace Component-1hr,FaultCode288,0ZGVF0000002fFD4AY,a85VF000000vQu1YAE,True
,Corner-Corner Sequencing-Disconnect Switch Fails Closed-Replace Component-1hr,FaultCode289,0ZGVF0000002fFD4AY,a85VF000000vQu2YAE,True
,Corner-Corner Sequencing-Disconnect Switch Fails Open-Replace Component-1hr,FaultCode290,0ZGVF0000002fFD4AY,a85VF000000vQu3YAE,True
,Corner-Corner Sequencing-Electrical Component Failure-Replace Component-1hr,FaultCode291,0ZGVF0000002fFD4AY,a85VF000000vQu4YAE,True
,Corner-Corner Sequencing-Electrical Specs Not Met-Replace Component-1hr,FaultCode292,0ZGVF0000002fFD4AY,a85VF000000vQu5YAE,True
,Corner-Corner Sequencing-Factory Wiring Incorrect-Repair Wiring-1hr,FaultCode293,0ZGVF0000002fFD4AY,a85VF000000vQv9YAE,True
,Corner-Corner Sequencing-Leads corroded/broken-Replace Component-1hr,FaultCode294,0ZGVF0000002fFD4AY,a85VF000000vQuAYAU,True
,Corner-Corner Sequencing-Leaking-Replace Component-1hr,FaultCode295,0ZGVF0000002fFD4AY,a85VF000000vQtrYAE,True
,Corner-Corner Sequencing-Low Pressure Switch Fails Closed-Replace Component-1hr,FaultCode296,0ZGVF0000002fFD4AY,a85VF000000vQvFYAU,True
,Corner-Corner Sequencing-Low Pressure Switch Fails Open-Replace Component-1hr,FaultCode297,0ZGVF0000002fFD4AY,a85VF000000vQvGYAU,True
,Corner-Corner Sequencing-Other -- Fill in Comments-Replace Component-1hr,FaultCode298,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-Corner Sequencing-Shipment Damage-Replace Component-0hr,FaultCode299,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-Corner Sequencing-Switch Failure-Replace Component-1hr,FaultCode300,0ZGVF0000002fFD4AY,a85VF000000vQvHYAU,True
,Corner-Corner Sequencing-Voltage Display Inconsistent-Replace Component-1hr,FaultCode301,0ZGVF0000002fFD4AY,a85VF000000vQuuYAE,True
,Corner-Corner Sequencing-Won't close-Replace Component-1hr,FaultCode302,0ZGVF0000002fFD4AY,a85VF000000vQtsYAE,True
,Corner-Corner Spans and Overhangs-Dent in Pipe-Replace Component-1hr,FaultCode303,0ZGVF0000002fFD4AY,a85VF000000vQuOYAU,True
,Corner-Corner Spans and Overhangs-Finish Appearance Faulty-Replace Component-1hr,FaultCode304,0ZGVF0000002fFD4AY,a85VF000000vQuPYAU,True
,Corner-Corner Spans and Overhangs-Flanges not Square-Replace Component-1hr,FaultCode305,0ZGVF0000002fFD4AY,a85VF000000vQuQYAU,True
,Corner-Corner Spans and Overhangs-Flanges Out of Time-Replace Component-1hr,FaultCode306,0ZGVF0000002fFD4AY,a85VF000000vQuRYAU,True
,Corner-Corner Spans and Overhangs-Galvanizing Bare Spots-Replace Component-1hr,FaultCode307,0ZGVF0000002fFD4AY,a85VF000000vQuSYAU,True
,Corner-Corner Spans and Overhangs-Galvanizing Excessive-Replace Component-1hr,FaultCode308,0ZGVF0000002fFD4AY,a85VF000000vQuYYAU,True
,Corner-Corner Spans and Overhangs-Galvanizing Quality-Replace Component-1hr,FaultCode309,0ZGVF0000002fFD4AY,a85VF000000vQuTYAU,True
,Corner-Corner Spans and Overhangs-Hitch ball bolt failed-Replace Component-1hr,FaultCode310,0ZGVF0000002fFD4AY,a85VF000000vQuUYAU,True
,Corner-Corner Spans and Overhangs-Hole in Pipe-Replace Component-1hr,FaultCode311,0ZGVF0000002fFD4AY,a85VF000000vQuVYAU,True
,Corner-Corner Spans and Overhangs-Hole in Pipe-Weld In Field-1hr,FaultCode312,0ZGVF0000002fFD4AY,a85VF000000vQuZYAU,True
,Corner-Corner Spans and Overhangs-Mis-manufactured-Replace Component-1hr,FaultCode313,0ZGVF0000002fFD4AY,a85VF000000vQtqYAE,True
,Corner-Corner Spans and Overhangs-Other -- Fill in Comments-Replace Component-1hr,FaultCode314,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-Corner Spans and Overhangs-Part Dimensions Incorrect-Replace Component-1hr,FaultCode315,0ZGVF0000002fFD4AY,a85VF000000vQtuYAE,True
,Corner-Corner Spans and Overhangs-Plug Removal-Remove Plugs-2hr,FaultCode316,0ZGVF0000002fFD4AY,a85VF000000vQueYAE,True
,Corner-Corner Spans and Overhangs-Seam Split-Replace Component-1hr,FaultCode317,0ZGVF0000002fFD4AY,a85VF000000vQuWYAU,True
,Corner-Corner Spans and Overhangs-Seam Split-Weld In Field-1hr,FaultCode318,0ZGVF0000002fFD4AY,a85VF000000vQuXYAU,True
,Corner-Corner Spans and Overhangs-Shipment Damage-Replace Component-0hr,FaultCode319,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-Corner Spans and Overhangs-Weld Failure-Replace Component-1hr,FaultCode320,0ZGVF0000002fFD4AY,a85VF000000vQuaYAE,True
,Corner-Corner Spans and Overhangs-Weld Failure-Weld In Field-1hr,FaultCode321,0ZGVF0000002fFD4AY,a85VF000000vQubYAE,True
,Corner-Corner Spans and Overhangs-Weld Missing-Replace Component-1hr,FaultCode322,0ZGVF0000002fFD4AY,a85VF000000vQucYAE,True
,Corner-Corner Spans and Overhangs-Weld Missing-Weld In Field-1hr,FaultCode323,0ZGVF0000002fFD4AY,a85VF000000vQvBYAU,True
,Corner-Corner Upgrade-Other -- Fill in Comments-Replace Component-1hr,FaultCode324,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-Corner Upgrade-Shipment Damage-Replace Component-0hr,FaultCode325,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-Corner Upgrade-Mis-manufactured-Replace Component-1hr,FaultCode326,0ZGVF0000002fFD4AY,a85VF000000vQtqYAE,True
,Corner-Encompass-Coil Failure-Replace Component-1hr,FaultCode327,0ZGVF0000002fFD4AY,a85VF000000vQtpYAE,True
,Corner-Encompass-Leaking-Replace Component-1hr,FaultCode328,0ZGVF0000002fFD4AY,a85VF000000vQtrYAE,True
,Corner-Encompass-Other -- Fill in Comments-Replace Component-1hr,FaultCode329,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-Encompass-Shipment Damage-Replace Component-0hr,FaultCode330,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-Encompass-Won't close-Replace Component-1hr,FaultCode331,0ZGVF0000002fFD4AY,a85VF000000vQtsYAE,True
,Corner-GPS Guidance-Cable End Failure-Replace Component-1hr,FaultCode332,0ZGVF0000002fFD4AY,a85VF000000vQuvYAE,True
,Corner-GPS Guidance-Excessive Steering-Replace Component-1.5hr,FaultCode333,0ZGVF0000002fFD4AY,a85VF000000vQuwYAE,True
,Corner-GPS Guidance-Incorrect Resistance Reading-Replace Component-1.5hr,FaultCode334,0ZGVF0000002fFD4AY,a85VF000000vQv5YAE,True
,Corner-GPS Guidance-Other -- Fill in Comments-Replace Component-1hr,FaultCode335,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-GPS Guidance-Shipment Damage-Replace Component-0hr,FaultCode336,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-GPS Guidance-Signal Weak-Replace Component-1hr,FaultCode337,0ZGVF0000002fFD4AY,a85VF000000vQuEYAU,True
,Corner-GPS Guidance-Won't Break Safety-Replace Component-1hr,FaultCode338,0ZGVF0000002fFD4AY,a85VF000000vQv1YAE,True
,Corner-GPS Guidance-Won't Hold Safety-Replace Component-1hr,FaultCode339,0ZGVF0000002fFD4AY,a85VF000000vQv2YAE,True
,Corner-GPS Guidance-Won't Steer Forward-Replace Component-1.5hr,FaultCode340,0ZGVF0000002fFD4AY,a85VF000000vQv3YAE,True
,Corner-GPS Guidance-Won't Steer Reverse-Replace Component-1.5hr,FaultCode341,0ZGVF0000002fFD4AY,a85VF000000vQv4YAE,True
,Corner-LRDU-Factory Wiring Incorrect-Repair Wiring-1hr,FaultCode342,0ZGVF0000002fFD4AY,a85VF000000vQv9YAE,True
,Corner-LRDU-Finish Appearance Faulty-Replace Component-1hr,FaultCode343,0ZGVF0000002fFD4AY,a85VF000000vQuPYAU,True
,Corner-LRDU-Flanges not Square-Replace Component-1hr,FaultCode344,0ZGVF0000002fFD4AY,a85VF000000vQuQYAU,True
,Corner-LRDU-Flanges Out of Time-Replace Component-1hr,FaultCode345,0ZGVF0000002fFD4AY,a85VF000000vQuRYAU,True
,Corner-LRDU-Galvanizing Bare Spots-Replace Component-1hr,FaultCode346,0ZGVF0000002fFD4AY,a85VF000000vQuSYAU,True
,Corner-LRDU-Galvanizing Excessive-Replace Component-1hr,FaultCode347,0ZGVF0000002fFD4AY,a85VF000000vQuYYAU,True
,Corner-LRDU-Hose Pulled off-Replace Component-1hr,FaultCode348,0ZGVF0000002fFD4AY,a85VF000000vQvIYAU,True
,Corner-LRDU-Hose Split-Replace Component-1hr,FaultCode349,0ZGVF0000002fFD4AY,a85VF000000vQvJYAU,True
,Corner-LRDU-Insufficient Clamping Force-Replace Component-2hr,FaultCode350,0ZGVF0000002fFD4AY,a85VF000000vQuIYAU,True
,Corner-LRDU-Mis-manufactured-Replace Component-1hr,FaultCode351,0ZGVF0000002fFD4AY,a85VF000000vQtqYAE,True
,Corner-LRDU-Other -- Fill in Comments-Replace Component-1hr,FaultCode352,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-LRDU-Part Dimensions Incorrect-Replace Component-1hr,FaultCode353,0ZGVF0000002fFD4AY,a85VF000000vQtuYAE,True
,Corner-LRDU-Shipment Damage-Replace Component-0hr,FaultCode354,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-LRDU-Ultraviolet Degradation-Replace Component-1hr,FaultCode355,0ZGVF0000002fFD4AY,a85VF000000vQvKYAU,True
,Corner-LRDU-Weld Missing-Replace Component-1hr,FaultCode356,0ZGVF0000002fFD4AY,a85VF000000vQucYAE,True
,Corner-LRDU-Weld Missing-Weld In Field-1hr,FaultCode357,0ZGVF0000002fFD4AY,a85VF000000vQvBYAU,True
,Corner-Sprinkler-Factory Wiring Incorrect-Repair Wiring-1hr,FaultCode358,0ZGVF0000002fFD4AY,a85VF000000vQv9YAE,True
,Corner-Sprinkler-Other -- Fill in Comments-Replace Component-1hr,FaultCode359,0ZGVF0000002fFD4AY,a85VF000000vQttYAE,True
,Corner-Sprinkler-Shipment Damage-Replace Component-0hr,FaultCode360,0ZGVF0000002fFD4AY,a85VF000000vQtvYAE,True
,Corner-Steerable Drive Unit-Aluminum Casting Failure-Replace Component-1hr,FaultCode361,0ZGVF0000002fFD4AY,a85VF000000vQvLYAU,True
,Corner-Steerable Drive Unit-Bearing Race Missing-Replace Steering Gearbox-4hr,FaultCode362,0ZGVF0000002fFD4AY,a85VF000000vQvMYAU,True
,Corner-Steerable Drive Unit-Bull Gear Broken-Replace Steering Gearbox-4hr,FaultCode363,0ZGVF0000002fFD4AY,a85VF000000vQvNYAU,True
,Corner-Steerable Drive Unit-Calibration changed/out of spec-Replace Component-1hr,FaultCode364,0ZGVF0000002fFD4AY,a85VF000000vQtxYAE,True
,Corner-Steerable Drive Unit-Case Broken-Replace Steering Gearbox-4hr,FaultCode365,0ZGVF0000002fFD4AY,a85VF000000vQvOYAU,True
,Corner-Steerable Drive Unit-Charred Failure Both Ends-Replace Component-1.5hr,FaultCode366,0ZGVF0000002fFD4AY,a85VF000000vQvPYAU,True
,Corner-Steerable Drive Unit-Charred Failure one end-Replace Component-1.5hr,FaultCode367,0ZGVF0000002fFD4AY,a85VF000000vQvQYAU,True
,Corner-Steerable Drive Unit-Contact Points Burned-Replace Component-1hr,FaultCode368,0ZGVF0000002fFD4AY,a85VF000000vQtyYAE,True
,Corner-Steerable Drive Unit-Contact Points Damaged-Replace Component-1hr,FaultCode369,0ZGVF0000002fFD4AY,a85VF000000vQvEYAU,True
,Corner-Steerable Drive Unit-Control Bearing Seized-Replace Tower Box-1hr,FaultCode370,0ZGVF0000002fFD4AY,a85VF000000vQvRYAU,True
,Corner-Steerable Drive Unit-Electrical Specs Not Met-Replace Component-1hr,FaultCode371,0ZGVF0000002fFD4AY,a85VF000000vQu5YAE,True
,Corner-Steerable Drive Unit-Factory Wiring Incorrect-Repair Wiring-1hr,FaultCode372,0ZGVF0000002fFD4AY,a85VF000000vQv9YAE,True
,Corner-Steerable Drive Unit-Factory Wiring Loose-Repair Wiring-1hr,FaultCode373,0ZGVF0000002fFD4AY,a85VF000000vQvSYAU,True
,Corner-Steerable Drive Unit-Finish Appearance Faulty-Replace Component-1hr,FaultCode374,0ZGVF0000002fFD4AY,a85VF000000vQuPYAU,True
,Corner-Steerable Drive Unit-Flanges not Square-Replace Component-1hr,FaultCode375,0ZGVF0000002fFD4AY,a85VF000000vQuQYAU,True
,Corner-Steerable Drive Unit-Flanges Out of Time-Replace Component-1hr,FaultCode376,0ZGVF0000002fFD4AY,a85VF000000vQuRYAU,True
,Corner-Steerable Drive Unit-Flex Joint Insert Failure-Replace Component-0.25hr,FaultCode377,0ZGVF0000002fFD4AY,a85VF000000vQvTYAU,True
