Id,Name,RecordTypeId,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,Fax,AccountNumber,CurrencyIsoCode,IsPartner,WOD_2__Business_Units__c,WOD_2__Ultimate_Parent_Account__c,WOD_2__Warranty_Account_Type__c,Account_Number_Length__c,Active__c,AutoRegistration__c,Extended_Auto_Registration__c,External_Id__c,First_Name__c,Is_CEBU__c,Is_Independent__c,Is_Manual__c,Is_TEBU__c,Public_Group_Id__c,Sales_Company__c,region__c,sourceBusinessUnit__c,Promotions__c,AccountName__c,Address__c,Auto_Registration_after_invoice__c,KubotaDistibutorCode__c,Is_Dealer__c,subscribe_To_Email__c,Account_Number__c,Secondary_Vendor__c
0010E00001YaE7oQAF,Firma Beel N.V.,0120E000003Gdy6QAC,0010E00001YaE2NQAV,Waregemseweg 75,,,9790,BE,Waregemseweg 75,,,9790,BE,56688507,56687436,BE902393,EUR,FALSE,KVG,0010E00001YaE2N,Dealer,8,TRUE,FALSE,FALSE,892,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZGRUA5,0010E00001YaE2NQAV,1,KVG,FALSE,Firma Beel N.V.(BE902393),"Waregemseweg 75 , 9790,BE",FALSE,OTH,TRUE,FALSE,BE902393,
0010E00001YaE7pQAF,Allebosch BVBA,0120E000003Gdy6QAC,0010E00001YaE2NQAV,Hondsbergstraat 15,,,1540,BE,Hondsbergstraat 15,,,1540,BE,054-56 60 25,054-56 93 93,BE901-74,EUR,FALSE,KVG,0010E00001YaE2N,Dealer,8,TRUE,FALSE,FALSE,893,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZGSUA5,0010E00001YaE2NQAV,,KVG,FALSE,Allebosch BVBA(BE901-74),"Hondsbergstraat 15 , 1540,BE",FALSE,OTH,TRUE,FALSE,BE901-74,
0010E00001YaE7qQAF,Allebosch B.V.B.A.,0120E000003Gdy6QAC,0010E00001YaE2NQAV,Hondsbergstraat 15,,,1540,BE,Hondsbergstraat 15,,,1540,BE,54566025,54568383,BE901-71,EUR,FALSE,KVG,0010E00001YaE2N,Dealer,8,TRUE,FALSE,FALSE,894,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZGxUAP,0010E00001YaE2NQAV,1,KVG,FALSE,Allebosch B.V.B.A.(BE901-71),"Hondsbergstraat 15 , 1540,BE",FALSE,OTH,TRUE,FALSE,BE901-71,
0010E00001YaE7rQAF,Tavernier Trading Company NV,0120E000003Gdy6QAC,0010E00001YaE2NQAV,Bruisbeke,,,9520,BE,Bruisbeke,,,9520,BE,32 53622134,,BE920-05,EUR,FALSE,KVG,0010E00001YaE2N,Dealer,8,TRUE,FALSE,FALSE,897,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZGyUAP,0010E00001YaE2NQAV,,KVG,FALSE,Tavernier Trading Company NV(BE920-05),"Bruisbeke , 9520,BE",FALSE,OTH,TRUE,FALSE,BE920-05,
0010E00001YaE7sQAF,Wackenier RAF,0120E000003Gdy6QAC,0010E00001YaE2NQAV,St. Rijkerstraat 45,,,8690,BE,St. Rijkerstraat 45,,,8690,BE,58288188,,BE923131,EUR,FALSE,KVG,0010E00001YaE2N,Dealer,8,TRUE,FALSE,FALSE,899,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZGzUAP,0010E00001YaE2NQAV,,KVG,FALSE,Wackenier RAF(BE923131),"St. Rijkerstraat 45 , 8690,BE",FALSE,OTH,TRUE,FALSE,BE923131,
0010E00001YaE7tQAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Herrnfeldner Str.,,,84137,DE,Herrnfeldner Str.,,,84137,DE,874196890,8741968946,PA110247,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2141,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZH0UAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110247),"Herrnfeldner Str. , 84137,DE",FALSE,OTH,TRUE,FALSE,PA110247,
0010E00001YaE7uQAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Am Bahnhof,,,97215,DE,Am Bahnhof,,,97215,DE,984220452,984220458,PA110246,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2142,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZH1UAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110246),"Am Bahnhof , 97215,DE",FALSE,OTH,TRUE,FALSE,PA110246,
0010E00001YaE7vQAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Ziegelweg,,,91177,DE,Ziegelweg,,,91177,DE,9173793411,9173648,PA110244,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2143,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHMUA5,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110244),"Ziegelweg , 91177,DE",FALSE,OTH,TRUE,FALSE,PA110244,
0010E00001YaE7wQAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Am Bahnhof,,,93104,DE,Am Bahnhof,,,93104,DE,94801065,94805359,PA110243,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2144,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHNUA5,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110243),"Am Bahnhof , 93104,DE",FALSE,OTH,TRUE,FALSE,PA110243,
0010E00001YaE7xQAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,An der Kemenate,,,97453,DE,An der Kemenate,,,97453,DE,09724-906656,09724-906659,PA110242,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2145,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHOUA5,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110242),"An der Kemenate , 97453,DE",FALSE,OTH,TRUE,FALSE,PA110242,
0010E00001YaE7yQAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Thurn-u.-Taxis-Str.,,,86830,DE,Thurn-u.-Taxis-Str.,,,86830,DE,8232966256,8232966253,PA110240,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2146,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHPUA5,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110240),"Thurn-u.-Taxis-Str. , 86830,DE",FALSE,OTH,TRUE,FALSE,PA110240,
0010E00001YaE7zQAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Bamberger Str.,,,96110,DE,Bamberger Str.,,,96110,DE,954277190,9542771939,PA110237,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2147,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHQUA5,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110237),"Bamberger Str. , 96110,DE",FALSE,OTH,TRUE,FALSE,PA110237,
0010E00001YaE80QAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Neustädter Straße,,,93336,DE,Neustädter Straße,,,93336,DE,9446902356,9446902359,PA110236,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2148,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHvUAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110236),"Neustädter Straße , 93336,DE",FALSE,OTH,TRUE,FALSE,PA110236,
0010E00001YaE81QAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Rosenberger Str.,,,92237,DE,Rosenberger Str.,,,92237,DE,966110480,96617911,PA110235,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2149,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHwUAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110235),"Rosenberger Str. , 92237,DE",FALSE,OTH,TRUE,FALSE,PA110235,
0010E00001YaE82QAF,BayWa AG Betrieb Abt. Landtechnik,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Bahnhofstr. 17,,,91541,DE,Bahnhofstr. 17,,,91541,DE,,,PA110232,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2150,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHxUAP,0010E00001YaE2QQAV,,KVG,FALSE,BayWa AG Betrieb Abt. Landtechnik(PA110232),"Bahnhofstr. 17 , 91541,DE",FALSE,OTH,TRUE,FALSE,PA110232,
0010E00001YaE83QAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Treidelheimer Str.,,,86643,DE,Treidelheimer Str.,,,86643,DE,84341414,8434319,PA110228,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2151,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHyUAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110228),"Treidelheimer Str. , 86643,DE",FALSE,OTH,TRUE,FALSE,PA110228,
0010E00001YaE84QAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Regensburger Str.,,,93128,DE,Regensburger Str.,,,93128,DE,9402934856,9402934876,PA110226,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2152,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZHzUAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110226),"Regensburger Str. , 93128,DE",FALSE,OTH,TRUE,FALSE,PA110226,
0010E00001YaE85QAF,Johann Kausler,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Altes Dorf,,,95505,DE,Altes Dorf,,,95505,DE,09642-578,9642-8661,PA110225,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2153,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZIPUA5,0010E00001YaE2QQAV,9,KVG,FALSE,Johann Kausler(PA110225),"Altes Dorf , 95505,DE",FALSE,OTH,TRUE,FALSE,PA110225,
0010E00001YaE86QAF,Claas Nordostbayern GmbH & Co. KG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Helmut-Sandler-Straße,,,95482,DE,Helmut-Sandler-Straße,,,95482,DE,09254-953306,,PA110224,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2154,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZIQUA5,0010E00001YaE2QQAV,9,KVG,FALSE,Claas Nordostbayern GmbH & Co. KG(PA110224),"Helmut-Sandler-Straße , 95482,DE",FALSE,OTH,TRUE,FALSE,PA110224,
0010E00001YaE87QAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Bahnhofstraße,,,94060,DE,Bahnhofstraße,,,94060,DE,08531-918852,08531-918854,PA110222,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2155,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZIRUA5,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110222),"Bahnhofstraße , 94060,DE",FALSE,OTH,TRUE,FALSE,PA110222,
0010E00001YaE88QAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Lagerhausstr.,,,94447,DE,Lagerhausstr.,,,94447,DE,9931953150,9931953190,PA110220,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2156,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZISUA5,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110220),"Lagerhausstr. , 94447,DE",FALSE,OTH,TRUE,FALSE,PA110220,
0010E00001YaE89QAF,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Straubinger Str.,,,93102,DE,Straubinger Str.,,,93102,DE,948194030,9481940370,PA110219,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2157,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZITUA5,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110219),"Straubinger Str. , 93102,DE",FALSE,OTH,TRUE,FALSE,PA110219,
0010E00001YaE8AQAV,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Rennbahnstr.,,,84347,DE,Rennbahnstr.,,,84347,DE,856130452,856130459,PA110218,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2158,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZIyUAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110218),"Rennbahnstr. , 84347,DE",FALSE,OTH,TRUE,FALSE,PA110218,
0010E00001YaE8BQAV,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Münchenerstr.,,,85276,DE,Münchenerstr.,,,85276,DE,8441898356,8441898355,PA110217,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2159,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZIzUAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110217),"Münchenerstr. , 85276,DE",FALSE,OTH,TRUE,FALSE,PA110217,
0010E00001YaE8CQAV,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Hauptstr.,,,94486,DE,Hauptstr.,,,94486,DE,993295280,993295855,PA110213,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2160,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZJ0UAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110213),"Hauptstr. , 94486,DE",FALSE,OTH,TRUE,FALSE,PA110213,
0010E00001YaE8DQAV,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Heinz-Waldenmaier-Str.,,,86732,DE,Heinz-Waldenmaier-Str.,,,86732,DE,908270556,90824160,PA110212,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2161,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZJ1UAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110212),"Heinz-Waldenmaier-Str. , 86732,DE",FALSE,OTH,TRUE,FALSE,PA110212,
0010E00001YaE8EQAV,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Hauptstr.,,,84183,DE,Hauptstr.,,,84183,DE,8702948770,87029487720,PA110208,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2162,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZJ2UAP,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110208),"Hauptstr. , 84183,DE",FALSE,OTH,TRUE,FALSE,PA110208,
0010E00001YaE8FQAV,BayWa AG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Raiffeisenstr.,,,91413,DE,Raiffeisenstr.,,,91413,DE,9161885656,9161885658,PA110207,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,2163,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZJXUA5,0010E00001YaE2QQAV,9,KVG,FALSE,BayWa AG(PA110207),"Raiffeisenstr. , 91413,DE",FALSE,OTH,TRUE,FALSE,PA110207,
0010E00001YaE8GQAV,Bernhard Schütte GmbH,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Am Knapp,,,34431,DE,Am Knapp,,,34431,DE,02991-96200,02991-9620-40,PA001421,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1270,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZJYUA5,0010E00001YaE2QQAV,5,KVG,FALSE,Bernhard Schütte GmbH(PA001421),"Am Knapp , 34431,DE",FALSE,OTH,TRUE,FALSE,PA001421,
0010E00001YaE8HQAV,Alfred Henkel - PA204255,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Biebergasse,,,36088,DE,Biebergasse,,,36088,DE,06652-4435,06652-72615,PA001416,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1271,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZJZUA5,0010E00001YaE2QQAV,6,KVG,FALSE,Alfred Henkel - PA204255(PA001416),"Biebergasse , 36088,DE",FALSE,OTH,TRUE,FALSE,PA001416,
0010E00001YaE8IQAV,Helmut Wirth,0120E000003Gdy6QAC,0010E00001YaE2QQAV,An der Linde,,,67806,DE,An der Linde,,,67806,DE,06361-92330,06361-923310,PA001413,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1272,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZJaUAP,0010E00001YaE2QQAV,7,KVG,FALSE,Helmut Wirth(PA001413),"An der Linde , 67806,DE",FALSE,OTH,TRUE,FALSE,PA001413,
0010E00001YaE8JQAV,Willi Rohwer GmbH,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Itzehoer Chaussee,,,24808,DE,Itzehoer Chaussee,,,24808,DE,04337-917131,04337-917172,PA001411,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1273,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZJbUAP,0010E00001YaE2QQAV,1,KVG,FALSE,Willi Rohwer GmbH(PA001411),"Itzehoer Chaussee , 24808,DE",FALSE,OTH,TRUE,FALSE,PA001411,
0010E00001YaE8KQAV,AGROTEC,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Schwietering,,,46348,DE,Schwietering,,,46348,DE,02865-204550,02865-2045520,PA001402,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1274,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZKLUA5,0010E00001YaE2QQAV,5,KVG,FALSE,AGROTEC(PA001402),"Schwietering , 46348,DE",FALSE,OTH,TRUE,FALSE,PA001402,
0010E00001YaE8LQAV,Wiedenhöfer,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Kölner Str.,,,51515,DE,Kölner Str.,,,51515,DE,02207-96730,02207-967319,PA001399,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1275,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZKMUA5,0010E00001YaE2QQAV,5,KVG,FALSE,Wiedenhöfer(PA001399),"Kölner Str. , 51515,DE",FALSE,OTH,TRUE,FALSE,PA001399,
0010E00001YaE8MQAV,Tiemann,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Verdener Str.,,,27356,DE,Verdener Str.,,,27356,DE,04261-8520,04261-85216,PA001397,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1276,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZKNUA5,0010E00001YaE2QQAV,3,KVG,FALSE,Tiemann(PA001397),"Verdener Str. , 27356,DE",FALSE,OTH,TRUE,FALSE,PA001397,
0010E00001YaE8NQAV,Heinrich Mayer GmbH & Co. KG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Naheweinstr.,,,55450,DE,Naheweinstr.,,,55450,DE,06704-93140,6704-931430,PA001392,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1277,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZKOUA5,0010E00001YaE2QQAV,7,KVG,FALSE,Heinrich Mayer GmbH & Co. KG(PA001392),"Naheweinstr. , 55450,DE",FALSE,OTH,TRUE,FALSE,PA001392,
0010E00001YaE8OQAV,"HISTA Tankstellen,",0120E000003Gdy6QAC,0010E00001YaE2QQAV,Straußfurter Straße,,,99631,DE,Straußfurter Straße,,,99631,DE,036374-21174,036374-27895,PA001382,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1278,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZKPUA5,0010E00001YaE2QQAV,16,KVG,FALSE,"HISTA Tankstellen,(PA001382)","Straußfurter Straße , 99631,DE",FALSE,OTH,TRUE,FALSE,PA001382,
0010E00001YaE8PQAV,Hölscher Landtechnik GmbH & Co. KG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Raiffeisenstraße,,,48231,DE,Raiffeisenstraße,,,48231,DE,02585-930911,02585-930920,PA001375,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1279,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZLEUA5,0010E00001YaE2QQAV,5,KVG,FALSE,Hölscher Landtechnik GmbH & Co. KG(PA001375),"Raiffeisenstraße , 48231,DE",FALSE,OTH,TRUE,FALSE,PA001375,
0010E00001YaE8QQAV,Chr. Janson GmbH,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Arolser Str.,,,34519,DE,Arolser Str.,,,34519,DE,05633-9897-0,05633-989730,PA001372,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1280,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZLFUA5,0010E00001YaE2QQAV,6,KVG,FALSE,Chr. Janson GmbH(PA001372),"Arolser Str. , 34519,DE",FALSE,OTH,TRUE,FALSE,PA001372,
0010E00001YaE8RQAV,Gebr. Peiffer GmbH & Co. KG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Rhenaniastr.,,,41516,DE,Rhenaniastr.,,,41516,DE,02181-27040,02181-270445,PA001367,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1281,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZLGUA5,0010E00001YaE2QQAV,5,KVG,FALSE,Gebr. Peiffer GmbH & Co. KG(PA001367),"Rhenaniastr. , 41516,DE",FALSE,OTH,TRUE,FALSE,PA001367,
0010E00001YaE8SQAV,Pechtheyden Landtechnik - PA204172,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Robert-Bosch-Str.,,,41844,DE,Robert-Bosch-Str.,,,41844,DE,02431-943480,02431-9434829,PA001366,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1282,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZLHUA5,0010E00001YaE2QQAV,5,KVG,FALSE,Pechtheyden Landtechnik - PA204172(PA001366),"Robert-Bosch-Str. , 41844,DE",FALSE,OTH,TRUE,FALSE,PA001366,
0010E00001YaE8TQAV,Rhenania Landmaschinen-Nutzfahrzeug,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Werkstr.,,,67346,DE,Werkstr.,,,67346,DE,06232-69730,06232-697329,PA001365,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1283,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZLIUA5,0010E00001YaE2QQAV,7,KVG,FALSE,Rhenania Landmaschinen-Nutzfahrzeug(PA001365),"Werkstr. , 67346,DE",FALSE,OTH,TRUE,FALSE,PA001365,
0010E00001YaE8UQAV,Meifort GmbH & Co. KG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Kastanienweg,,,25578,DE,Kastanienweg,,,25578,DE,04821-8969-0,04821-8969-27,PA001363,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1284,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZMHUA5,0010E00001YaE2QQAV,1,KVG,FALSE,Meifort GmbH & Co. KG(PA001363),"Kastanienweg , 25578,DE",FALSE,OTH,TRUE,FALSE,PA001363,
0010E00001YaE8VQAV,Handelmann Landtechnik,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Dorfmitte,,,27607,DE,Dorfmitte,,,27607,DE,04707-1300,04707-548,PA001360,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1285,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZMIUA5,0010E00001YaE2QQAV,3,KVG,FALSE,Handelmann Landtechnik(PA001360),"Dorfmitte , 27607,DE",FALSE,OTH,TRUE,FALSE,PA001360,
0010E00001YaE8WQAV,Koch Landtechnik GmbH,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Wallerdorfer Str.,,,86641,DE,Wallerdorfer Str.,,,86641,DE,09090-2694,9090-4748,PA025176,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1559,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZMJUA5,0010E00001YaE2QQAV,9,KVG,FALSE,Koch Landtechnik GmbH(PA025176),"Wallerdorfer Str. , 86641,DE",FALSE,OTH,TRUE,FALSE,PA025176,
0010E00001YaE8XQAV,Hans Huber KG Landmaschinen,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Mainburger Straße,,,85356,DE,Mainburger Straße,,,85356,DE,08161-62349,08161-63396,PA025148,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1560,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZMKUA5,0010E00001YaE2QQAV,9,KVG,FALSE,Hans Huber KG Landmaschinen(PA025148),"Mainburger Straße , 85356,DE",FALSE,OTH,TRUE,FALSE,PA025148,
0010E00001YaE8YQAV,Dietrich-Scheurle GmbH,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Julius-Sax-Straße,,,93333,DE,Julius-Sax-Straße,,,93333,DE,09445-20080,09445-200878,PA025059,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1561,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZMLUA5,0010E00001YaE2QQAV,9,KVG,FALSE,Dietrich-Scheurle GmbH(PA025059),"Julius-Sax-Straße , 93333,DE",FALSE,OTH,TRUE,FALSE,PA025059,
0010E00001YaE8ZQAV,Singer Landtechnik GmbH & Co. KG,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Aitranger Straße,,,87640,DE,Aitranger Straße,,,87640,DE,08342-420440,83424204460,PA025032,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1562,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZMvUAP,0010E00001YaE2QQAV,9,KVG,FALSE,Singer Landtechnik GmbH & Co. KG(PA025032),"Aitranger Straße , 87640,DE",FALSE,OTH,TRUE,FALSE,PA025032,
0010E00001YaE8aQAF,Portenlänger & Gschwendtner,0120E000003Gdy6QAC,0010E00001YaE2QQAV,Dorfstr. 6,,,83703,DE,Dorfstr. 6,,,83703,DE,802275133,802275133,PA025011,EUR,FALSE,KVG,0010E00001YaE2Q,Dealer,8,TRUE,FALSE,FALSE,1563,,FALSE,FALSE,FALSE,FALSE,00G0E00000EMZMwUAP,0010E00001YaE2QQAV,9,KVG,FALSE,Portenlänger & Gschwendtner(PA025011),"Dorfstr. 6 , 83703,DE",FALSE,OTH,TRUE,FALSE,PA025011,
