Id,Name,WOD_2__Units_Of_Measure__c,CurrencyIsoCode,WOD_2__Business_Unit__c,WOD_2__Business_Units__c,WOD_2__Item_Type__c,WOD_2__Major_Part__c,WOD_2__Parent_Product__c,WOD_2__Track_Type__c,WOD_2__Type__c,Business_Units_Text__c,Description_DE__c,Description_EN__c,Description_ES__c,Description_FR__c,Description_HU__c,Description_IT__c,Description_JA__c,Description_NL__c,Description_NO__c,Description_PL__c,Description_TR__c,Is_Active__c,Part_Return_Required__c,Photo_Required__c,Series_Code__c,TWOD_Eligible_for_Discount__c,Warranty_Product_Auto_Number__c,Warranty_Product_Code__c,Wearing_Part__c,KPAD_Number__c,Product_Name__c,is_valid,issue
a170E0000060TGtQAM,4127002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAUQA2,Serialzied,Series,KBT-EU,CYLINDER Tractor (M) Use Spare Parts,CYLINDER Tractor (M) Use Spare Parts,CYLINDER Tractor (M) Use Spare Parts,CYLINDER Tractor (M) Use Spare Parts,,CYLINDER Tractor (M) Use Spare Parts,,CYLINDER Tractor (M) Use Spare Parts,,CYLINDER Tractor (M) Use Spare Parts,CYLINDER Tractor (M) Use Spare Parts,True,False,False,,False,455,41270.0,False,41270-02000,4127002000.0,True,
a170E0000060TGuQAM,4127003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAUQA2,Serialzied,Series,KBT-EU,CYLINDER AM Use Spare Parts,CYLINDER AM Use Spare Parts,CYLINDER AM Use Spare Parts,CYLINDER AM Use Spare Parts,,CYLINDER AM Use Spare Parts,,CYLINDER AM Use Spare Parts,,,CYLINDER AM Use Spare Parts,True,False,False,,False,456,41270.0,False,41270-03000,4127003000.0,True,
a170E0000060TGvQAM,4127004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAUQA2,Serialzied,Series,KBT-EU,CYLINDER CM Use Spare Parts,CYLINDER CM Use Spare Parts,CYLINDER CM Use Spare Parts,CYLINDER CM Use Spare Parts,,CYLINDER CM Use Spare Parts,,CYLINDER CM Use Spare Parts,,,CYLINDER CM Use Spare Parts,True,False,False,,False,457,41270.0,False,41270-04000,4127004000.0,True,
a170E0000060TGwQAM,4127005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAUQA2,Serialzied,Series,KBT-EU,CYLINDER Engine Use Spare Parts,CYLINDER Engine Use Spare Parts,CYLINDER Engine Use Spare Parts,CYLINDER Engine Use Spare Parts,,CYLINDER Engine Use Spare Parts,,CYLINDER Engine Use Spare Parts,,,CYLINDER Engine Use Spare Parts,True,False,False,,False,458,41270.0,False,41270-05000,4127005000.0,True,
a170E0000060TGxQAM,4128001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAVQA2,Serialzied,Series,KBT-EU,HOSE Common Use Spare Parts,HOSE Common Use Spare Parts,HOSE Common Use Spare Parts,HOSE Common Use Spare Parts,,HOSE Common Use Spare Parts,,HOSE Common Use Spare Parts,,,HOSE Common Use Spare Parts,True,False,False,,False,459,41280.0,False,41280-01000,4128001000.0,True,
a170E0000060TGyQAM,4128002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAVQA2,Serialzied,Series,KBT-EU,HOSE Tractor (M) Use Spare Parts,HOSE Tractor (M) Use Spare Parts,HOSE Tractor (M) Use Spare Parts,HOSE Tractor (M) Use Spare Parts,,HOSE Tractor (M) Use Spare Parts,,HOSE Tractor (M) Use Spare Parts,,HOSE Tractor (M) Use Spare Parts,HOSE Tractor (M) Use Spare Parts,True,False,False,,False,460,41280.0,False,41280-02000,4128002000.0,True,
a170E0000060TGzQAM,4128003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAVQA2,Serialzied,Series,KBT-EU,HOSE AM Use Spare Parts,HOSE AM Use Spare Parts,HOSE AM Use Spare Parts,HOSE AM Use Spare Parts,,HOSE AM Use Spare Parts,,HOSE AM Use Spare Parts,,,HOSE AM Use Spare Parts,True,False,False,,False,461,41280.0,False,41280-03000,4128003000.0,True,
a170E0000060TH0QAM,4128004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAVQA2,Serialzied,Series,KBT-EU,HOSE CM Use Spare Parts,HOSE CM Use Spare Parts,HOSE CM Use Spare Parts,HOSE CM Use Spare Parts,,HOSE CM Use Spare Parts,,HOSE CM Use Spare Parts,,,HOSE CM Use Spare Parts,True,False,False,,False,462,41280.0,False,41280-04000,4128004000.0,True,
a170E0000060TH1QAM,4128005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAVQA2,Serialzied,Series,KBT-EU,HOSE Engine Use Spare Parts,HOSE Engine Use Spare Parts,HOSE Engine Use Spare Parts,HOSE Engine Use Spare Parts,,HOSE Engine Use Spare Parts,,HOSE Engine Use Spare Parts,,,HOSE Engine Use Spare Parts,True,False,False,,False,463,41280.0,False,41280-05000,4128005000.0,True,
a170E0000060TH2QAM,4129001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAWQA2,Serialzied,Series,KBT-EU,ELECTRIC Common Use Spare Parts,ELECTRIC Common Use Spare Parts,ELECTRIC Common Use Spare Parts,ELECTRIC Common Use Spare Parts,,ELECTRIC Common Use Spare Parts,,ELECTRIC Common Use Spare Parts,,,ELECTRIC Common Use Spare Parts,True,False,False,,False,464,41290.0,False,41290-01000,4129001000.0,True,
a170E0000060TH3QAM,4129002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAWQA2,Serialzied,Series,KBT-EU,ELECTRIC Tractor (M) Use Spare Parts,ELECTRIC Tractor (M) Use Spare Parts,ELECTRIC Tractor (M) Use Spare Parts,ELECTRIC Tractor (M) Use Spare Parts,,ELECTRIC Tractor (M) Use Spare Parts,,ELECTRIC Tractor (M) Use Spare Parts,,ELECTRIC Tractor (M) Use Spare Parts,ELECTRIC Tractor (M) Use Spare Parts,True,False,False,,False,465,41290.0,False,41290-02000,4129002000.0,True,
a170E0000060TH4QAM,4129003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAWQA2,Serialzied,Series,KBT-EU,ELECTRIC AM Use Spare Parts,ELECTRIC AM Use Spare Parts,ELECTRIC AM Use Spare Parts,ELECTRIC AM Use Spare Parts,,ELECTRIC AM Use Spare Parts,,ELECTRIC AM Use Spare Parts,,,ELECTRIC AM Use Spare Parts,True,False,False,,False,466,41290.0,False,41290-03000,4129003000.0,True,
a170E0000060TH5QAM,4129004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAWQA2,Serialzied,Series,KBT-EU,ELECTRIC CM Use Spare Parts,ELECTRIC CM Use Spare Parts,ELECTRIC CM Use Spare Parts,ELECTRIC CM Use Spare Parts,,ELECTRIC CM Use Spare Parts,,ELECTRIC CM Use Spare Parts,,,ELECTRIC CM Use Spare Parts,True,False,False,,False,467,41290.0,False,41290-04000,4129004000.0,True,
a170E0000060TH6QAM,4129005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAWQA2,Serialzied,Series,KBT-EU,ELECTRIC Engine Use Spare Parts,ELECTRIC Engine Use Spare Parts,ELECTRIC Engine Use Spare Parts,ELECTRIC Engine Use Spare Parts,,ELECTRIC Engine Use Spare Parts,,ELECTRIC Engine Use Spare Parts,,,ELECTRIC Engine Use Spare Parts,True,False,False,,False,468,41290.0,False,41290-05000,4129005000.0,True,
a170E0000060TH7QAM,4130001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAXQA2,Serialzied,Series,KBT-EU,ENGINE PUMP Common Use Spare Parts,ENGINE PUMP Common Use Spare Parts,ENGINE PUMP Common Use Spare Parts,ENGINE PUMP Common Use Spare Parts,,ENGINE PUMP Common Use Spare Parts,,ENGINE PUMP Common Use Spare Parts,,,ENGINE PUMP Common Use Spare Parts,True,False,False,,False,469,41300.0,False,41300-01000,4130001000.0,True,
a170E0000060TH8QAM,4130002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAXQA2,Serialzied,Series,KBT-EU,ENGINE PUMP Tractor (M) Use Spare Parts,ENGINE PUMP Tractor (M) Use Spare Parts,ENGINE PUMP Tractor (M) Use Spare Parts,ENGINE PUMP Tractor (M) Use Spare Parts,,ENGINE PUMP Tractor (M) Use Spare Parts,,ENGINE PUMP Tractor (M) Use Spare Parts,,ENGINE PUMP Tractor (M) Use Spare Parts,ENGINE PUMP Tractor (M) Use Spare Parts,True,False,False,,False,470,41300.0,False,41300-02000,4130002000.0,True,
a170E0000060TH9QAM,4130003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAXQA2,Serialzied,Series,KBT-EU,ENGINE PUMP AM Use Spare Parts,ENGINE PUMP AM Use Spare Parts,ENGINE PUMP AM Use Spare Parts,ENGINE PUMP AM Use Spare Parts,,ENGINE PUMP AM Use Spare Parts,,ENGINE PUMP AM Use Spare Parts,,,ENGINE PUMP AM Use Spare Parts,True,False,False,,False,471,41300.0,False,41300-03000,4130003000.0,True,
a170E0000060THAQA2,4130004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAXQA2,Serialzied,Series,KBT-EU,ENGINE PUMP CM Use Spare Parts,ENGINE PUMP CM Use Spare Parts,ENGINE PUMP CM Use Spare Parts,ENGINE PUMP CM Use Spare Parts,,ENGINE PUMP CM Use Spare Parts,,ENGINE PUMP CM Use Spare Parts,,,ENGINE PUMP CM Use Spare Parts,True,False,False,,False,472,41300.0,False,41300-04000,4130004000.0,True,
a170E0000060THBQA2,4130005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAXQA2,Serialzied,Series,KBT-EU,ENGINE PUMP Engine Use Spare Parts,ENGINE PUMP Engine Use Spare Parts,ENGINE PUMP Engine Use Spare Parts,ENGINE PUMP Engine Use Spare Parts,,ENGINE PUMP Engine Use Spare Parts,,ENGINE PUMP Engine Use Spare Parts,,,ENGINE PUMP Engine Use Spare Parts,True,False,False,,False,473,41300.0,False,41300-05000,4130005000.0,True,
a170E0000060THCQA2,4131001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAYQA2,Serialzied,Series,KBT-EU,EXHAUST Common Use Spare Parts,EXHAUST Common Use Spare Parts,EXHAUST Common Use Spare Parts,EXHAUST Common Use Spare Parts,,EXHAUST Common Use Spare Parts,,EXHAUST Common Use Spare Parts,,,EXHAUST Common Use Spare Parts,True,False,False,,False,474,41310.0,False,41310-01000,4131001000.0,True,
a170E0000060THDQA2,4131002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAYQA2,Serialzied,Series,KBT-EU,EXHAUST Tractor (M) Use Spare Parts,EXHAUST Tractor (M) Use Spare Parts,EXHAUST Tractor (M) Use Spare Parts,EXHAUST Tractor (M) Use Spare Parts,,EXHAUST Tractor (M) Use Spare Parts,,EXHAUST Tractor (M) Use Spare Parts,,EXHAUST Tractor (M) Use Spare Parts,EXHAUST Tractor (M) Use Spare Parts,True,False,False,,False,475,41310.0,False,41310-02000,4131002000.0,True,
a170E0000060THEQA2,4131003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAYQA2,Serialzied,Series,KBT-EU,EXHAUST AM Use Spare Parts,EXHAUST AM Use Spare Parts,EXHAUST AM Use Spare Parts,EXHAUST AM Use Spare Parts,,EXHAUST AM Use Spare Parts,,EXHAUST AM Use Spare Parts,,,EXHAUST AM Use Spare Parts,True,False,False,,False,476,41310.0,False,41310-03000,4131003000.0,True,
a170E0000060THFQA2,4131004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAYQA2,Serialzied,Series,KBT-EU,EXHAUST CM Use Spare Parts,EXHAUST CM Use Spare Parts,EXHAUST CM Use Spare Parts,EXHAUST CM Use Spare Parts,,EXHAUST CM Use Spare Parts,,EXHAUST CM Use Spare Parts,,,EXHAUST CM Use Spare Parts,True,False,False,,False,477,41310.0,False,41310-04000,4131004000.0,True,
a170E0000060THGQA2,4131005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAYQA2,Serialzied,Series,KBT-EU,EXHAUST Engine Use Spare Parts,EXHAUST Engine Use Spare Parts,EXHAUST Engine Use Spare Parts,EXHAUST Engine Use Spare Parts,,EXHAUST Engine Use Spare Parts,,EXHAUST Engine Use Spare Parts,,,EXHAUST Engine Use Spare Parts,True,False,False,,False,478,41310.0,False,41310-05000,4131005000.0,True,
a170E0000060THHQA2,4132001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAZQA2,Serialzied,Series,KBT-EU,FITTING PARTS Common Use Spare Parts,FITTING PARTS Common Use Spare Parts,FITTING PARTS Common Use Spare Parts,FITTING PARTS Common Use Spare Parts,,FITTING PARTS Common Use Spare Parts,,FITTING PARTS Common Use Spare Parts,,,FITTING PARTS Common Use Spare Parts,True,False,False,,False,479,41320.0,False,41320-01000,4132001000.0,True,
a170E0000060THIQA2,4132002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAZQA2,Serialzied,Series,KBT-EU,FITTING PARTS Tractor (M) Use Spare Part,FITTING PARTS Tractor (M) Use Spare Part,FITTING PARTS Tractor (M) Use Spare Part,FITTING PARTS Tractor (M) Use Spare Part,,FITTING PARTS Tractor (M) Use Spare Part,,FITTING PARTS Tractor (M) Use Spare Part,,FITTING PARTS Tractor (M) Use Spare Part,FITTING PARTS Tractor (M) Use Spare Part,True,False,False,,False,480,41320.0,False,41320-02000,4132002000.0,True,
a170E0000060THJQA2,4132003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAZQA2,Serialzied,Series,KBT-EU,FITTING PARTS AM Use Spare Parts,FITTING PARTS AM Use Spare Parts,FITTING PARTS AM Use Spare Parts,FITTING PARTS AM Use Spare Parts,,FITTING PARTS AM Use Spare Parts,,FITTING PARTS AM Use Spare Parts,,,FITTING PARTS AM Use Spare Parts,True,False,False,,False,481,41320.0,False,41320-03000,4132003000.0,True,
a170E0000060THKQA2,4132004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAZQA2,Serialzied,Series,KBT-EU,FITTING PARTS CM Use Spare Parts,FITTING PARTS CM Use Spare Parts,FITTING PARTS CM Use Spare Parts,FITTING PARTS CM Use Spare Parts,,FITTING PARTS CM Use Spare Parts,,FITTING PARTS CM Use Spare Parts,,,FITTING PARTS CM Use Spare Parts,True,False,False,,False,482,41320.0,False,41320-04000,4132004000.0,True,
a170E0000060THLQA2,4132005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAZQA2,Serialzied,Series,KBT-EU,FITTING PARTS Engine Use Spare Parts,FITTING PARTS Engine Use Spare Parts,FITTING PARTS Engine Use Spare Parts,FITTING PARTS Engine Use Spare Parts,,FITTING PARTS Engine Use Spare Parts,,FITTING PARTS Engine Use Spare Parts,,,FITTING PARTS Engine Use Spare Parts,True,False,False,,False,483,41320.0,False,41320-05000,4132005000.0,True,
a170E0000060THMQA2,4133001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAaQAM,Serialzied,Series,KBT-EU,SEALING PARTS Common Use Spare Parts,SEALING PARTS Common Use Spare Parts,SEALING PARTS Common Use Spare Parts,SEALING PARTS Common Use Spare Parts,,SEALING PARTS Common Use Spare Parts,,SEALING PARTS Common Use Spare Parts,,,SEALING PARTS Common Use Spare Parts,True,False,False,,False,484,41330.0,False,41330-01000,4133001000.0,True,
a170E0000060THNQA2,4133002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAaQAM,Serialzied,Series,KBT-EU,SEALING PARTS Tractor (M) Use Spare Part,SEALING PARTS Tractor (M) Use Spare Part,SEALING PARTS Tractor (M) Use Spare Part,SEALING PARTS Tractor (M) Use Spare Part,,SEALING PARTS Tractor (M) Use Spare Part,,SEALING PARTS Tractor (M) Use Spare Part,,SEALING PARTS Tractor (M) Use Spare Part,SEALING PARTS Tractor (M) Use Spare Part,True,False,False,,False,485,41330.0,False,41330-02000,4133002000.0,True,
a170E0000060THOQA2,4133003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAaQAM,Serialzied,Series,KBT-EU,SEALING PARTS AM Use Spare Parts,SEALING PARTS AM Use Spare Parts,SEALING PARTS AM Use Spare Parts,SEALING PARTS AM Use Spare Parts,,SEALING PARTS AM Use Spare Parts,,SEALING PARTS AM Use Spare Parts,,,SEALING PARTS AM Use Spare Parts,True,False,False,,False,486,41330.0,False,41330-03000,4133003000.0,True,
a170E0000060THPQA2,4133004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAaQAM,Serialzied,Series,KBT-EU,SEALING PARTS CM Use Spare Parts,SEALING PARTS CM Use Spare Parts,SEALING PARTS CM Use Spare Parts,SEALING PARTS CM Use Spare Parts,,SEALING PARTS CM Use Spare Parts,,SEALING PARTS CM Use Spare Parts,,,SEALING PARTS CM Use Spare Parts,True,False,False,,False,487,41330.0,False,41330-04000,4133004000.0,True,
a170E0000060THQQA2,4133005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAaQAM,Serialzied,Series,KBT-EU,SEALING PARTS Engine Use Spare Parts,SEALING PARTS Engine Use Spare Parts,SEALING PARTS Engine Use Spare Parts,SEALING PARTS Engine Use Spare Parts,,SEALING PARTS Engine Use Spare Parts,,SEALING PARTS Engine Use Spare Parts,,,SEALING PARTS Engine Use Spare Parts,True,False,False,,False,488,41330.0,False,41330-05000,4133005000.0,True,
a170E0000060THRQA2,4134001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAbQAM,Serialzied,Series,KBT-EU,RADIATOR Common Use Spare Parts,RADIATOR Common Use Spare Parts,RADIATOR Common Use Spare Parts,RADIATOR Common Use Spare Parts,,RADIATOR Common Use Spare Parts,,RADIATOR Common Use Spare Parts,,,RADIATOR Common Use Spare Parts,True,False,False,,False,489,41340.0,False,41340-01000,4134001000.0,True,
a170E0000060THSQA2,4134002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAbQAM,Serialzied,Series,KBT-EU,RADIATOR Tractor (M) Use Spare Parts,RADIATOR Tractor (M) Use Spare Parts,RADIATOR Tractor (M) Use Spare Parts,RADIATOR Tractor (M) Use Spare Parts,,RADIATOR Tractor (M) Use Spare Parts,,RADIATOR Tractor (M) Use Spare Parts,,RADIATOR Tractor (M) Use Spare Parts,RADIATOR Tractor (M) Use Spare Parts,True,False,False,,False,490,41340.0,False,41340-02000,4134002000.0,True,
a170E0000060THTQA2,4134003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAbQAM,Serialzied,Series,KBT-EU,RADIATOR AM Use Spare Parts,RADIATOR AM Use Spare Parts,RADIATOR AM Use Spare Parts,RADIATOR AM Use Spare Parts,,RADIATOR AM Use Spare Parts,,RADIATOR AM Use Spare Parts,,,RADIATOR AM Use Spare Parts,True,False,False,,False,491,41340.0,False,41340-03000,4134003000.0,True,
a170E0000060THUQA2,4134004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAbQAM,Serialzied,Series,KBT-EU,RADIATOR CM Use Spare Parts,RADIATOR CM Use Spare Parts,RADIATOR CM Use Spare Parts,RADIATOR CM Use Spare Parts,,RADIATOR CM Use Spare Parts,,RADIATOR CM Use Spare Parts,,,RADIATOR CM Use Spare Parts,True,False,False,,False,492,41340.0,False,41340-04000,4134004000.0,True,
a170E0000060THVQA2,4134005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAbQAM,Serialzied,Series,KBT-EU,RADIATOR Engine Use Spare Parts,RADIATOR Engine Use Spare Parts,RADIATOR Engine Use Spare Parts,RADIATOR Engine Use Spare Parts,,RADIATOR Engine Use Spare Parts,,RADIATOR Engine Use Spare Parts,,,RADIATOR Engine Use Spare Parts,True,False,False,,False,493,41340.0,False,41340-05000,4134005000.0,True,
a170E0000060THWQA2,4135001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAcQAM,Serialzied,Series,KBT-EU,TRANSMISSION Common Use Spare Parts,TRANSMISSION Common Use Spare Parts,TRANSMISSION Common Use Spare Parts,TRANSMISSION Common Use Spare Parts,,TRANSMISSION Common Use Spare Parts,,TRANSMISSION Common Use Spare Parts,,,TRANSMISSION Common Use Spare Parts,True,False,False,,False,494,41350.0,False,41350-01000,4135001000.0,True,
a170E0000060THXQA2,4135002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAcQAM,Serialzied,Series,KBT-EU,TRANSMISSION Tractor (M) Use Spare Parts,TRANSMISSION Tractor (M) Use Spare Parts,TRANSMISSION Tractor (M) Use Spare Parts,TRANSMISSION Tractor (M) Use Spare Parts,,TRANSMISSION Tractor (M) Use Spare Parts,,TRANSMISSION Tractor (M) Use Spare Parts,,TRANSMISSION Tractor (M) Use Spare Parts,TRANSMISSION Tractor (M) Use Spare Parts,True,False,False,,False,495,41350.0,False,41350-02000,4135002000.0,True,
a170E0000060THYQA2,4135003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAcQAM,Serialzied,Series,KBT-EU,TRANSMISSION AM Use Spare Parts,TRANSMISSION AM Use Spare Parts,TRANSMISSION AM Use Spare Parts,TRANSMISSION AM Use Spare Parts,,TRANSMISSION AM Use Spare Parts,,TRANSMISSION AM Use Spare Parts,,,TRANSMISSION AM Use Spare Parts,True,False,False,,False,496,41350.0,False,41350-03000,4135003000.0,True,
a170E0000060THZQA2,4135004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAcQAM,Serialzied,Series,KBT-EU,TRANSMISSION CM Use Spare Parts,TRANSMISSION CM Use Spare Parts,TRANSMISSION CM Use Spare Parts,TRANSMISSION CM Use Spare Parts,,TRANSMISSION CM Use Spare Parts,,TRANSMISSION CM Use Spare Parts,,,TRANSMISSION CM Use Spare Parts,True,False,False,,False,497,41350.0,False,41350-04000,4135004000.0,True,
a170E0000060THaQAM,4135005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAcQAM,Serialzied,Series,KBT-EU,TRANSMISSION Engine Use Spare Parts,TRANSMISSION Engine Use Spare Parts,TRANSMISSION Engine Use Spare Parts,TRANSMISSION Engine Use Spare Parts,,TRANSMISSION Engine Use Spare Parts,,TRANSMISSION Engine Use Spare Parts,,,TRANSMISSION Engine Use Spare Parts,True,False,False,,False,498,41350.0,False,41350-05000,4135005000.0,True,
a170E0000060THbQAM,4136001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAdQAM,Serialzied,Series,KBT-EU,WHEELS Common Use Spare Parts,WHEELS Common Use Spare Parts,WHEELS Common Use Spare Parts,WHEELS Common Use Spare Parts,,WHEELS Common Use Spare Parts,,WHEELS Common Use Spare Parts,,,WHEELS Common Use Spare Parts,True,False,False,,False,499,41360.0,False,41360-01000,4136001000.0,True,
a170E0000060THcQAM,4136002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAdQAM,Serialzied,Series,KBT-EU,WHEELS Tractor (M) Use Spare Parts,WHEELS Tractor (M) Use Spare Parts,WHEELS Tractor (M) Use Spare Parts,WHEELS Tractor (M) Use Spare Parts,,WHEELS Tractor (M) Use Spare Parts,,WHEELS Tractor (M) Use Spare Parts,,WHEELS Tractor (M) Use Spare Parts,WHEELS Tractor (M) Use Spare Parts,True,False,False,,False,500,41360.0,False,41360-02000,4136002000.0,True,
a170E0000060THdQAM,4136003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAdQAM,Serialzied,Series,KBT-EU,WHEELS AM Use Spare Parts,WHEELS AM Use Spare Parts,WHEELS AM Use Spare Parts,WHEELS AM Use Spare Parts,,WHEELS AM Use Spare Parts,,WHEELS AM Use Spare Parts,,,WHEELS AM Use Spare Parts,True,False,False,,False,501,41360.0,False,41360-03000,4136003000.0,True,
a170E0000060THeQAM,4136004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAdQAM,Serialzied,Series,KBT-EU,WHEELS CM Use Spare Parts,WHEELS CM Use Spare Parts,WHEELS CM Use Spare Parts,WHEELS CM Use Spare Parts,,WHEELS CM Use Spare Parts,,WHEELS CM Use Spare Parts,,,WHEELS CM Use Spare Parts,True,False,False,,False,502,41360.0,False,41360-04000,4136004000.0,True,
a170E0000060THfQAM,4136005000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAdQAM,Serialzied,Series,KBT-EU,WHEELS Engine Use Spare Parts,TIRES,WHEELS Engine Use Spare Parts,WHEELS Engine Use Spare Parts,,WHEELS Engine Use Spare Parts,,WHEELS Engine Use Spare Parts,,,WHEELS Engine Use Spare Parts,True,False,False,,False,503,41360.0,False,41360-05000,4136005000.0,True,
a170E0000060THgQAM,4137001000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAeQAM,Serialzied,Series,KBT-EU,TEETH Common Use Spare Parts,TEETH Common Use Spare Parts,TEETH Common Use Spare Parts,TEETH Common Use Spare Parts,,TEETH Common Use Spare Parts,,TEETH Common Use Spare Parts,,,TEETH Common Use Spare Parts,True,False,False,,False,504,41370.0,False,41370-01000,4137001000.0,True,
a170E0000060THhQAM,4137002000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAeQAM,Serialzied,Series,KBT-EU,TEETH Tractor (M) Use Spare Parts,TEETH Tractor (M) Use Spare Parts,TEETH Tractor (M) Use Spare Parts,TEETH Tractor (M) Use Spare Parts,,TEETH Tractor (M) Use Spare Parts,,TEETH Tractor (M) Use Spare Parts,,TEETH Tractor (M) Use Spare Parts,TEETH Tractor (M) Use Spare Parts,True,False,False,,False,505,41370.0,False,41370-02000,4137002000.0,True,
a170E0000060THiQAM,4137003000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAeQAM,Serialzied,Series,KBT-EU,TEETH AM Use Spare Parts,TEETH AM Use Spare Parts,TEETH AM Use Spare Parts,TEETH AM Use Spare Parts,,TEETH AM Use Spare Parts,,TEETH AM Use Spare Parts,,,TEETH AM Use Spare Parts,True,False,False,,False,506,41370.0,False,41370-03000,4137003000.0,True,
a170E0000060THjQAM,4137004000.0,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TAeQAM,Serialzied,Series,KBT-EU,TEETH CM Use Spare Parts,TEETH CM Use Spare Parts,TEETH CM Use Spare Parts,TEETH CM Use Spare Parts,,TEETH CM Use Spare Parts,,TEETH CM Use Spare Parts,,,TEETH CM Use Spare Parts,True,False,False,,False,507,41370.0,False,41370-04000,4137004000.0,True,
